,0.1-1.0,2.0-4.0,4.0-14.0,4.0-8.0,8.0-14.0
2019-12-27 08:00:00.410,5.55194727825e-07,1.39335051122e-10,5.72269361568e-11,3.96872802247e-11,4.10273408542e-11
2019-12-27 08:15:00.410,5.40519786973e-07,1.3846261054e-10,5.91246573898e-11,4.15484079037e-11,4.18624621295e-11
2019-12-27 08:30:00.410,5.71996230595e-07,1.45235871083e-10,5.93193824048e-11,4.19397464672e-11,4.17422542425e-11
2019-12-27 08:45:00.410,5.59371928726e-07,1.44455344093e-10,4.65959938058e-11,3.85770511422e-11,2.59256320511e-11
2019-12-27 09:00:00.410,5.38292885993e-07,1.44382305982e-10,4.92433073604e-11,4.03132371457e-11,2.80661090288e-11
2019-12-27 09:15:00.410,5.50702646685e-07,1.44644091371e-10,5.05725624073e-11,4.0946736657e-11,2.94680752368e-11
2019-12-27 09:30:00.410,6.07291009251e-07,1.40094881501e-10,4.94366504193e-11,4.01103749027e-11,2.87087267256e-11
2019-12-27 09:45:00.410,5.89989808523e-07,1.43274282771e-10,6.0913717692e-11,4.64597401153e-11,3.90246531426e-11
2019-12-27 10:00:00.410,5.56102293464e-07,1.46388335336e-10,7.63683381871e-11,6.45233279258e-11,4.04327653637e-11
2019-12-27 10:15:00.410,5.82255917468e-07,1.5286196778e-10,9.49431557214e-11,8.62732415101e-11,3.92499513632e-11
2019-12-27 10:30:00.410,5.71796670248e-07,1.51066349793e-10,9.11169362418e-11,8.14527461752e-11,4.0477512286e-11
2019-12-27 10:45:00.410,5.85701656762e-07,1.53392412788e-10,7.86729580197e-11,6.84783475879e-11,3.83865065505e-11
2019-12-27 11:00:00.410,5.56789898272e-07,1.62912444327e-10,8.11966649127e-11,7.24593071359e-11,3.62826655208e-11
2019-12-27 11:15:00.410,5.25308506042e-07,1.64122486723e-10,7.86026910496e-11,6.81006572805e-11,3.89151238086e-11
2019-12-27 11:30:00.410,5.34984388256e-07,1.76696791267e-10,8.48208246686e-11,6.98780267885e-11,4.76159005122e-11
2019-12-27 11:45:00.410,5.73179980001e-07,1.7065828546e-10,8.46662139736e-11,6.90862255145e-11,4.82948851653e-11
2019-12-27 12:00:00.410,6.01219622599e-07,1.64861967594e-10,7.68530062648e-11,6.39786834093e-11,4.19332542597e-11
2019-12-27 12:15:00.410,6.15280432677e-07,1.65605626483e-10,8.30640040149e-11,7.21895708966e-11,4.06276927681e-11
2019-12-27 12:30:00.410,5.92331301543e-07,1.87714370274e-10,1.04680125773e-10,9.39518368351e-11,4.58019993522e-11
2019-12-27 12:45:00.410,5.79013415971e-07,2.24422860817e-10,1.35638016756e-10,1.21318015204e-10,6.01109153861e-11
2019-12-27 13:00:00.410,5.48197941719e-07,2.11299178981e-10,1.43158459344e-10,1.28986269036e-10,6.14964762635e-11
2019-12-27 13:15:00.410,5.72453397766e-07,2.05709547776e-10,1.23621318904e-10,1.1231763405e-10,5.10814835165e-11
2019-12-27 13:30:00.410,5.75650120337e-07,1.97542127603e-10,1.03470403247e-10,8.95236563068e-11,5.13716483023e-11
2019-12-27 13:45:00.410,5.98986578144e-07,2.13523303224e-10,1.07915166918e-10,9.43193702149e-11,5.19676227335e-11
2019-12-27 14:00:00.410,5.94560422682e-07,1.82216930687e-10,8.83538332095e-11,7.69839781362e-11,4.29895572027e-11
2019-12-27 14:15:00.410,5.46409323779e-07,1.6380732394e-10,6.23904233814e-11,5.12735432595e-11,3.52740276597e-11
2019-12-27 14:30:00.410,5.81705985304e-07,1.59832187455e-10,6.31323186715e-11,5.18596977785e-11,3.57724532579e-11
2019-12-27 14:45:00.410,5.74843002083e-07,1.66782888498e-10,6.22192731281e-11,5.04583580731e-11,3.61616154279e-11
2019-12-27 15:00:00.410,5.59190717731e-07,1.66246737559e-10,6.40159979844e-11,5.14676671554e-11,3.77918369651e-11
2019-12-27 15:15:00.410,5.8119894025e-07,1.59952177534e-10,6.44958511488e-11,5.16773159425e-11,3.83265530199e-11
2019-12-27 15:30:00.410,5.79920163549e-07,1.56392175985e-10,6.176164955e-11,5.0047086591e-11,3.59322646744e-11
2019-12-27 15:45:00.410,5.91881051317e-07,1.54370357574e-10,6.0666809169e-11,4.83460695369e-11,3.63730912599e-11
2019-12-27 16:00:00.410,5.65639965988e-07,1.54955711981e-10,5.88195250407e-11,4.6806729643e-11,3.53858628249e-11
2019-12-27 16:15:00.410,5.57402113566e-07,1.53352137428e-10,5.91943872423e-11,4.65514147473e-11,3.63396987096e-11
2019-12-27 16:30:00.410,5.95630109999e-07,1.49789002228e-10,7.46509170905e-11,6.41105169941e-11,3.79232885786e-11
2019-12-27 16:45:00.410,6.06762887184e-07,1.46064116394e-10,7.41743265935e-11,6.2225642547e-11,4.0035233089e-11
2019-12-27 17:00:00.410,5.53285225865e-07,1.44595725722e-10,6.09951267334e-11,4.795023849e-11,3.74754496412e-11
2019-12-27 17:15:00.410,5.81389145623e-07,1.4374198165e-10,5.84043611406e-11,4.86398856381e-11,3.20500436419e-11
2019-12-27 17:30:00.410,5.97349436653e-07,1.47175442815e-10,5.64665821386e-11,4.68973579808e-11,3.11532736329e-11
2019-12-27 17:45:00.410,6.08229988684e-07,1.45426078809e-10,5.0306218145e-11,4.1071168387e-11,2.88397267096e-11
2019-12-27 18:00:00.410,5.99113383468e-07,1.44140137748e-10,4.97242998882e-11,4.12919336381e-11,2.74979358866e-11
2019-12-27 18:15:00.410,5.80036098194e-07,1.40788882646e-10,4.8104148271e-11,4.02411918653e-11,2.61148257807e-11
2019-12-27 18:30:00.410,5.89448935452e-07,1.45121497608e-10,4.84309200823e-11,4.02257715538e-11,2.67449733159e-11
2019-12-27 18:45:00.410,6.22699924943e-07,1.37425396314e-10,4.866993163e-11,4.03324574072e-11,2.70321028082e-11
2019-12-27 19:00:00.410,6.40303355458e-07,1.38816492899e-10,4.97313666202e-11,4.1543038213e-11,2.71152008495e-11
2019-12-27 19:15:00.410,6.45705443307e-07,1.40873091191e-10,4.93486969843e-11,4.12202787519e-11,2.69174810686e-11
2019-12-27 19:30:00.410,6.2223673166e-07,1.34646410774e-10,4.72605727471e-11,3.97215699665e-11,2.54104008859e-11
2019-12-27 19:45:00.410,5.86287422021e-07,1.3496444324e-10,4.85774764103e-11,4.05799606232e-11,2.64741131122e-11
2019-12-27 20:00:00.410,6.18836169529e-07,1.38707480449e-10,5.16078468287e-11,4.19593217602e-11,2.98044117499e-11
2019-12-27 20:15:00.410,5.97707591185e-07,1.38287369293e-10,5.32339167008e-11,4.24544602812e-11,3.18925905978e-11
2019-12-27 20:30:00.410,6.0221341267e-07,1.34153785027e-10,5.01460976261e-11,4.09602860196e-11,2.87221808853e-11
2019-12-27 20:45:00.410,6.0474113134e-07,1.32284535719e-10,4.92558845648e-11,3.96467193429e-11,2.89788164758e-11
2019-12-27 21:00:00.410,6.27371676846e-07,1.29987461088e-10,4.48159888835e-11,3.72953320233e-11,2.46046861652e-11
2019-12-27 21:15:00.410,6.16985192281e-07,1.31643039322e-10,4.08126047887e-11,3.52153277185e-11,2.0423875225e-11
2019-12-27 21:30:00.410,6.46656490456e-07,1.30631569068e-10,4.12610141709e-11,3.50279314294e-11,2.16202174738e-11
2019-12-27 21:45:00.410,6.33107394097e-07,1.28425688811e-10,4.01428115748e-11,3.39820675771e-11,2.11839271957e-11
2019-12-27 22:00:00.410,5.870853596e-07,1.24228383206e-10,3.87537721913e-11,3.33321179842e-11,1.95594234566e-11
2019-12-27 22:15:00.410,5.94616592e-07,1.24260340064e-10,3.95402801303e-11,3.37185864768e-11,2.0471266697e-11
2019-12-27 22:30:00.410,6.47928021106e-07,1.21413493726e-10,3.95736466046e-11,3.34188756513e-11,2.10233395628e-11
2019-12-27 22:45:00.410,6.73812147298e-07,1.19415175728e-10,3.88773301387e-11,3.35961539194e-11,1.93569760442e-11
2019-12-27 23:00:00.410,6.47310264197e-07,1.21312997512e-10,4.03883980078e-11,3.36635828018e-11,2.21249630519e-11
2019-12-27 23:15:00.410,6.39717739209e-07,1.23136824073e-10,4.08707867681e-11,3.36606522526e-11,2.29771338017e-11
2019-12-27 23:30:00.410,6.40675953205e-07,1.25136216973e-10,3.97784104641e-11,3.4264725116e-11,1.9980738605e-11
2019-12-28 00:00:03.450,6.43683917335e-07,1.3165220072e-10,4.12366381016e-11,3.5916485512e-11,2.00381734642e-11
2019-12-28 00:15:03.450,6.35786152534e-07,1.29460375487e-10,3.53742883323e-11,3.10302060328e-11,1.67911093009e-11
2019-12-28 00:30:03.450,6.08495499312e-07,1.23577659889e-10,3.48532830175e-11,3.0057430476e-11,1.74625752157e-11
2019-12-28 00:45:03.450,6.20831354474e-07,1.2101224608e-10,3.37566238765e-11,2.94369465525e-11,1.63565108094e-11
2019-12-28 01:00:03.450,6.46572022773e-07,1.222586598e-10,3.56360237526e-11,3.08618157482e-11,1.7619248785e-11
2019-12-28 01:15:03.450,6.50733554393e-07,1.24803054163e-10,3.69001952579e-11,3.17744854204e-11,1.85432567986e-11
2019-12-28 01:30:03.450,6.48345000097e-07,1.20988017166e-10,3.81019503867e-11,3.12746951029e-11,2.15974921104e-11
2019-12-28 01:45:03.450,7.15619172148e-07,1.22294632376e-10,3.96728736535e-11,3.15262454366e-11,2.39355285633e-11
2019-12-28 02:00:03.450,7.48424815182e-07,1.20036681211e-10,3.71893905629e-11,3.16804314623e-11,1.92919799133e-11
2019-12-28 02:15:03.450,7.25031583518e-07,1.20580749413e-10,3.75611615376e-11,3.2272335607e-11,1.90172481311e-11
2019-12-28 02:30:03.450,6.72646591633e-07,1.22002642568e-10,3.79170213852e-11,3.23275858315e-11,1.96133622917e-11
2019-12-28 02:45:03.450,6.71669548806e-07,1.25944760775e-10,3.74121420049e-11,3.22463311965e-11,1.8737951125e-11
2019-12-28 03:00:03.450,6.74213739904e-07,1.23279044394e-10,3.69029596966e-11,3.1981560037e-11,1.8204708961e-11
2019-12-28 03:15:03.450,6.73108130379e-07,1.23609172547e-10,3.4499609871e-11,3.02713638225e-11,1.63608448191e-11
2019-12-28 03:30:03.450,6.95019023203e-07,1.23120853636e-10,3.42536727515e-11,3.02975779486e-11,1.57848493923e-11
2019-12-28 03:45:03.450,7.13706848535e-07,1.23111311621e-10,3.44173961809e-11,3.11275088299e-11,1.4467572129e-11
2019-12-28 04:00:03.450,7.2161269651e-07,1.30616372323e-10,3.82505055593e-11,3.43509079576e-11,1.657553664e-11
2019-12-28 04:15:03.450,7.00754819879e-07,1.3324129166e-10,4.21076297239e-11,3.72437525785e-11,1.9404904797e-11
2019-12-28 04:30:03.450,6.87301725794e-07,1.33889673647e-10,4.65095498419e-11,4.03827687139e-11,2.28374948564e-11
2019-12-28 04:45:03.450,6.82450320641e-07,1.40066857592e-10,5.31472618442e-11,4.53727393133e-11,2.73430639229e-11
2019-12-28 05:00:03.450,7.02288126775e-07,1.4355335991e-10,5.36456133766e-11,4.59990242231e-11,2.73094727882e-11
2019-12-28 05:15:03.450,6.93282882802e-07,1.39649834799e-10,5.0813224688e-11,4.35757712725e-11,2.5855540336e-11
2019-12-28 05:30:03.450,7.34651497128e-07,1.34860048683e-10,4.8449338977e-11,4.13591383522e-11,2.50236013393e-11
2019-12-28 05:45:03.450,7.50251320501e-07,1.42558253397e-10,4.60163481541e-11,4.03612843737e-11,2.19007680536e-11
2019-12-28 06:00:03.450,6.86982869692e-07,1.54687560831e-10,4.84722678648e-11,4.21738804138e-11,2.36626889724e-11
2019-12-28 06:15:03.450,7.11629780844e-07,1.60134341618e-10,5.21567525809e-11,4.50821239644e-11,2.59612815282e-11
2019-12-28 06:30:03.450,7.61710993225e-07,1.49461469998e-10,5.09054055091e-11,4.41763176425e-11,2.5032229666e-11
2019-12-28 06:45:03.450,7.54854744184e-07,1.4284004673e-10,4.66804721697e-11,4.05726250448e-11,2.28538336043e-11
2019-12-28 07:00:03.450,7.65410224061e-07,1.43645134604e-10,4.5755666633e-11,3.97744394719e-11,2.24199923152e-11
2019-12-28 07:15:03.450,7.7040894898e-07,1.46684699199e-10,4.95296203003e-11,4.34708498817e-11,2.34954009363e-11
2019-12-28 07:30:03.450,7.68559986759e-07,1.51671149071e-10,5.43093708611e-11,4.72848359558e-11,2.6468634652e-11
2019-12-28 07:45:03.450,8.06024127327e-07,1.51524921054e-10,5.89336467024e-11,4.84992963925e-11,3.32441366869e-11
2019-12-28 08:00:03.450,7.54362572174e-07,1.5152962018e-10,5.85571724623e-11,4.76436006522e-11,3.38061416339e-11
2019-12-28 08:15:03.450,7.93469674599e-07,1.53688844145e-10,6.09587045604e-11,4.91548741631e-11,3.5801901305e-11
2019-12-28 08:30:03.450,7.62247392228e-07,1.50774277384e-10,6.33269835312e-11,5.09039460121e-11,3.74219248619e-11
2019-12-28 08:45:03.450,8.04364088558e-07,1.5466906349e-10,6.19806291963e-11,5.06993149088e-11,3.53997033542e-11
2019-12-28 09:00:03.450,8.00907145768e-07,1.55294403178e-10,5.84649644193e-11,4.88774937195e-11,3.18339709869e-11
2019-12-28 09:15:03.450,8.16649929136e-07,1.58680993399e-10,5.61948125908e-11,4.70186153512e-11,3.05423108798e-11
2019-12-28 09:30:03.450,8.92169848218e-07,1.55370393372e-10,5.93667001538e-11,4.88892003836e-11,3.34369140692e-11
2019-12-28 09:45:03.450,8.65505944946e-07,1.54258518155e-10,5.96145837103e-11,5.03227423012e-11,3.16897585413e-11
2019-12-28 10:00:03.450,8.45204997019e-07,1.54643984857e-10,6.10652115397e-11,5.04689356109e-11,3.41168346276e-11
2019-12-28 10:15:03.450,8.64652404852e-07,1.56503319014e-10,6.2084809285e-11,5.14270454808e-11,3.45229498332e-11
2019-12-28 10:30:03.450,8.66932557007e-07,1.59744434593e-10,6.2960543937e-11,5.27876897987e-11,3.40132259654e-11
2019-12-28 10:45:03.450,8.26428622743e-07,1.62747488302e-10,6.55382622664e-11,5.26454588475e-11,3.87377862286e-11
2019-12-28 11:00:03.450,8.30186777748e-07,1.64206816181e-10,7.16985647701e-11,5.68071831479e-11,4.34673974552e-11
2019-12-28 11:15:03.450,8.83759825644e-07,1.68286970893e-10,6.86514651086e-11,5.64054346959e-11,3.88475417203e-11
2019-12-28 11:30:03.450,9.03209613724e-07,1.72297435193e-10,6.63117103584e-11,5.5790466505e-11,3.55412154686e-11
2019-12-28 11:45:03.450,9.03743886785e-07,1.74809331316e-10,6.85347461578e-11,5.67090469426e-11,3.82269528795e-11
2019-12-28 12:00:03.450,9.30240951671e-07,1.74987973407e-10,7.11356518938e-11,5.79280445708e-11,4.10189644787e-11
2019-12-28 12:15:03.450,8.88712346292e-07,1.77662366633e-10,7.48004369186e-11,6.12063669561e-11,4.26990481543e-11
2019-12-28 12:30:03.450,8.74593048586e-07,1.78031658029e-10,9.5617821668e-11,6.54336199459e-11,6.94922122693e-11
2019-12-28 12:45:03.450,9.48685222685e-07,1.79788408582e-10,9.54286022402e-11,6.64103780921e-11,6.82724754138e-11
2019-12-28 13:00:03.450,9.13348245143e-07,1.83320007824e-10,7.69578497964e-11,6.4113652691e-11,4.22464300043e-11
2019-12-28 13:15:03.450,9.28950038014e-07,1.67906704715e-10,7.40678115833e-11,6.05062061086e-11,4.24108699444e-11
2019-12-28 13:30:03.450,9.69472982147e-07,1.66850682773e-10,6.80940587726e-11,5.68867492568e-11,3.71345186991e-11
2019-12-28 13:45:03.450,9.74410998385e-07,1.68055070075e-10,6.49462402461e-11,5.52862363696e-11,3.37858936752e-11
2019-12-28 14:00:03.450,9.26722393117e-07,1.66131681347e-10,6.75794948794e-11,5.52638639914e-11,3.85757648725e-11
2019-12-28 14:15:03.450,8.87783412521e-07,1.69588519301e-10,7.15713737884e-11,5.61803631774e-11,4.40643481193e-11
2019-12-28 14:30:03.450,8.98013655469e-07,1.68743131569e-10,6.97660815154e-11,5.59624636694e-11,4.1393195394e-11
2019-12-28 14:45:03.450,8.76100881299e-07,1.63324734015e-10,7.58794629875e-11,5.77334431006e-11,4.89987017449e-11
2019-12-28 15:00:03.450,9.11731243458e-07,1.63737867721e-10,7.51030229989e-11,6.05332411929e-11,4.41988944675e-11
2019-12-28 15:15:03.450,9.66098352117e-07,1.65735506922e-10,7.90872351093e-11,6.59633511047e-11,4.32670036613e-11
2019-12-28 15:30:03.450,9.38125600435e-07,1.66613293635e-10,7.46711725243e-11,6.14595529527e-11,4.20577766594e-11
2019-12-28 15:45:03.450,8.96808106968e-07,1.66976624804e-10,6.93027035804e-11,5.72282136479e-11,3.87447419763e-11
2019-12-28 16:00:03.450,8.89864530898e-07,1.64765972492e-10,7.09072087715e-11,5.79718692714e-11,4.05037207663e-11
2019-12-28 16:15:03.450,9.18868640872e-07,1.64007149814e-10,6.88108239869e-11,5.66190007358e-11,3.88228407371e-11
2019-12-28 16:30:03.450,9.28889872821e-07,1.61474992716e-10,7.11614104886e-11,5.63368957854e-11,4.31981257986e-11
2019-12-28 16:45:03.450,9.09107662283e-07,1.63183297786e-10,7.52274645155e-11,5.71033771547e-11,4.87114627427e-11
2019-12-28 17:00:03.450,9.17950472235e-07,1.66623832121e-10,7.17317326206e-11,5.67567380814e-11,4.35189417444e-11
2019-12-28 17:15:03.450,9.47210460107e-07,1.62221844311e-10,8.14901536903e-11,6.76363163192e-11,4.49676735997e-11
2019-12-28 17:30:03.450,9.30126368448e-07,1.61669610553e-10,7.5590370846e-11,6.44176937418e-11,3.91764670327e-11
2019-12-28 17:45:03.450,9.44361638429e-07,1.59461485666e-10,6.69343120613e-11,5.13410737784e-11,4.27005233432e-11
2019-12-28 18:00:03.450,9.22977029715e-07,1.58019023403e-10,6.76143772566e-11,5.05968418013e-11,4.45946347908e-11
2019-12-28 18:15:03.450,9.3094785097e-07,1.55211540878e-10,6.23412354314e-11,5.16661474679e-11,3.46174226441e-11
2019-12-28 18:30:03.450,9.42264985591e-07,1.54909719737e-10,6.19295681192e-11,5.21896651864e-11,3.30584775208e-11
2019-12-28 18:45:03.450,9.23608714135e-07,1.53963503281e-10,5.98323920943e-11,5.02917402703e-11,3.216642516e-11
2019-12-28 19:00:03.450,9.11540102793e-07,1.53560157464e-10,6.25309580941e-11,5.19564991485e-11,3.45492942267e-11
2019-12-28 19:15:03.450,8.91359118268e-07,1.59061880815e-10,6.49327334987e-11,5.52502057957e-11,3.38167647135e-11
2019-12-28 19:30:03.450,8.82611892916e-07,1.61962966955e-10,6.40281340491e-11,5.47456484073e-11,3.28870650195e-11
2019-12-28 19:45:03.450,9.18657359218e-07,1.55497058134e-10,5.98573197159e-11,5.15436895629e-11,3.01429188603e-11
2019-12-28 20:00:03.450,9.17325947248e-07,1.55040255175e-10,5.78598554184e-11,5.03209517414e-11,2.82576304211e-11
2019-12-28 20:15:03.450,9.07730752093e-07,1.57745557206e-10,6.09418500563e-11,5.1906142426e-11,3.16348388981e-11
2019-12-28 20:30:03.450,8.72795480078e-07,1.53054037499e-10,6.26277498797e-11,5.19031067742e-11,3.47965463129e-11
2019-12-28 20:45:03.450,8.47357733491e-07,1.51887738053e-10,5.93631431922e-11,5.01413998067e-11,3.15067488741e-11
2019-12-28 21:00:03.450,8.94435759262e-07,1.55022735128e-10,5.80345919338e-11,5.05310600768e-11,2.82450740092e-11
2019-12-28 21:15:03.450,8.67065816634e-07,1.47629837483e-10,5.76155309975e-11,5.01277352445e-11,2.81409779823e-11
2019-12-28 21:30:03.450,8.79951415016e-07,1.45855781191e-10,5.4845907706e-11,4.63128126031e-11,2.91556323595e-11
2019-12-28 21:45:03.450,9.07870561327e-07,1.43177409882e-10,5.23350751172e-11,4.40583386983e-11,2.80216674737e-11
2019-12-28 22:00:03.450,9.05377980001e-07,1.44663650267e-10,5.2498900733e-11,4.51710217142e-11,2.64968734739e-11
2019-12-28 22:15:03.450,8.41187716638e-07,1.4308895074e-10,5.11352940963e-11,4.5030275835e-11,2.39896725184e-11
2019-12-28 22:30:03.450,8.65711641896e-07,1.40429304113e-10,5.15391456909e-11,4.48716649675e-11,2.51118757411e-11
2019-12-28 22:45:03.450,9.11595946717e-07,1.36057401058e-10,4.96391427342e-11,4.2833703709e-11,2.48638598609e-11
2019-12-28 23:00:03.450,9.05036371156e-07,1.32125480917e-10,4.88993069021e-11,4.10767353597e-11,2.63225688796e-11
2019-12-28 23:15:03.450,8.56151319715e-07,1.33616178508e-10,5.5657049599e-11,4.59062992535e-11,3.12267853253e-11
2019-12-28 23:30:03.450,8.87136804853e-07,1.42726502997e-10,6.08225235668e-11,5.09586579943e-11,3.29507860963e-11
2019-12-29 00:00:05.430,8.90447378679e-07,1.45792566958e-10,5.24357657284e-11,4.55964439965e-11,2.5642416904e-11
2019-12-29 00:15:05.430,8.61546604057e-07,1.42233936632e-10,4.95935852243e-11,4.36189548032e-11,2.33524960661e-11
2019-12-29 00:30:05.430,8.90533598362e-07,1.4147001956e-10,4.92665682576e-11,4.37467809217e-11,2.24235722429e-11
2019-12-29 00:45:05.430,8.45063918169e-07,1.37498912985e-10,5.06651645744e-11,4.47085792138e-11,2.35871741121e-11
2019-12-29 01:00:05.430,8.02577222503e-07,1.37917158098e-10,5.34473030426e-11,4.68949089741e-11,2.53577892516e-11
2019-12-29 01:15:05.430,7.87194262532e-07,1.40569842574e-10,5.18424402973e-11,4.56467013374e-11,2.43021400438e-11
2019-12-29 01:30:05.430,8.24035866589e-07,1.4497772642e-10,5.40504619806e-11,4.70533828825e-11,2.63329819019e-11
2019-12-29 01:45:05.430,8.55816126988e-07,1.5409420146e-10,6.4853558697e-11,5.49916995958e-11,3.40730431329e-11
2019-12-29 02:00:05.430,8.0648612508e-07,1.56322634344e-10,6.89359343606e-11,5.94828866494e-11,3.44890467344e-11
2019-12-29 02:15:05.430,8.46553567617e-07,1.49366681393e-10,6.36364335622e-11,5.47767699397e-11,3.20571226147e-11
2019-12-29 02:30:05.430,8.95555929682e-07,1.47289019193e-10,6.08606007522e-11,5.25200703506e-11,3.04258344645e-11
2019-12-29 02:45:05.430,8.82498494107e-07,1.4817560539e-10,6.12271630763e-11,5.29999993949e-11,3.03369956914e-11
2019-12-29 03:00:05.430,8.06532633535e-07,1.40839640436e-10,5.95346289616e-11,5.14556699386e-11,2.96475367065e-11
2019-12-29 03:15:05.430,8.50669525677e-07,1.37556824744e-10,5.87641684883e-11,5.08389047566e-11,2.91878117289e-11
2019-12-29 03:30:05.430,8.46248940142e-07,1.42108807804e-10,5.7026090697e-11,4.95463277119e-11,2.79563697773e-11
2019-12-29 03:45:05.430,8.20315461322e-07,1.38477909729e-10,6.28110170916e-11,5.28721739093e-11,3.35708460703e-11
2019-12-29 04:00:05.430,8.34631798635e-07,1.37873317831e-10,6.48454795539e-11,5.45731636631e-11,3.46736664131e-11
2019-12-29 04:15:05.430,8.56703850663e-07,1.40718618861e-10,5.56992913703e-11,4.82648706854e-11,2.75177968826e-11
2019-12-29 04:30:05.430,9.1533544619e-07,1.35864754469e-10,4.92016359484e-11,4.31793460355e-11,2.33155076361e-11
2019-12-29 04:45:05.430,9.25941566819e-07,1.31388629485e-10,4.67672735038e-11,4.11639902028e-11,2.19145796285e-11
2019-12-29 05:00:05.430,8.79415292858e-07,1.29145050328e-10,4.69197497468e-11,4.11915899904e-11,2.22148854282e-11
2019-12-29 05:15:05.430,8.31871541513e-07,1.2412494026e-10,4.92361273187e-11,4.08993731843e-11,2.6969384546e-11
2019-12-29 05:30:05.430,8.43346617649e-07,1.24485898825e-10,5.19066239873e-11,4.26365205247e-11,2.90721235979e-11
2019-12-29 05:45:05.430,8.15843614611e-07,1.2843891056e-10,4.41218136241e-11,3.92060930431e-11,1.99731117791e-11
2019-12-29 06:00:05.430,8.50998603268e-07,1.33533468546e-10,4.40291793878e-11,3.93996765016e-11,1.93849403049e-11
2019-12-29 06:15:05.430,8.50001646185e-07,1.31607256308e-10,4.28025860591e-11,3.82601393572e-11,1.89469561431e-11
2019-12-29 06:30:05.430,8.72137297155e-07,1.28338004138e-10,4.11249205141e-11,3.61637981908e-11,1.93526100351e-11
2019-12-29 06:45:05.430,8.53298109262e-07,1.2581959263e-10,4.0106108768e-11,3.55949296388e-11,1.82841396734e-11
2019-12-29 07:00:05.430,7.98287515087e-07,1.23005820088e-10,4.06375566651e-11,3.59310468939e-11,1.88027405697e-11
2019-12-29 07:15:05.430,8.45200438278e-07,1.23568697834e-10,4.34220284629e-11,3.80548256346e-11,2.06989936999e-11
2019-12-29 07:30:05.430,8.72421321866e-07,1.28256350259e-10,4.53279898481e-11,3.92544202345e-11,2.24268190894e-11
2019-12-29 07:45:05.430,8.26577981301e-07,1.32478680575e-10,5.01978527529e-11,4.25074837462e-11,2.6484263054e-11
2019-12-29 08:00:05.430,8.37904574797e-07,1.34503669399e-10,5.34282023259e-11,4.47877999479e-11,2.89272995051e-11
2019-12-29 08:15:05.430,8.46068080386e-07,1.34314981183e-10,5.1005884077e-11,4.31694799701e-11,2.69502341182e-11
2019-12-29 08:30:05.430,8.67346080858e-07,1.3541467003e-10,5.24781834575e-11,4.51429004755e-11,2.64952161749e-11
2019-12-29 08:45:05.430,8.41445353998e-07,1.34268472032e-10,5.56415426253e-11,4.68364337463e-11,2.97307143482e-11
2019-12-29 09:00:05.430,8.93892659872e-07,1.38727088298e-10,5.48758702581e-11,4.60562397309e-11,2.95463006366e-11
2019-12-29 09:15:05.430,8.83612090646e-07,1.42481375754e-10,5.60066947092e-11,4.69130435092e-11,3.03439005707e-11
2019-12-29 09:30:05.430,8.77031850492e-07,1.45397655193e-10,5.54693061239e-11,4.6403974022e-11,3.01477781438e-11
2019-12-29 09:45:05.430,8.7649828494e-07,1.47078249457e-10,5.69137736048e-11,4.69151621051e-11,3.19760681901e-11
2019-12-29 10:00:05.430,8.38443206231e-07,1.47220793405e-10,5.7913027007e-11,4.84175163293e-11,3.15024114818e-11
2019-12-29 10:15:05.430,8.72123429007e-07,1.50601206475e-10,5.44348599488e-11,4.59097169948e-11,2.8987646692e-11
2019-12-29 10:30:05.430,9.14434872795e-07,1.50461457411e-10,6.08800127676e-11,4.69834695579e-11,3.84881110643e-11
2019-12-29 10:45:05.430,9.44804501827e-07,1.50451221018e-10,6.30491349822e-11,4.75577099986e-11,4.11406128331e-11
2019-12-29 11:00:05.430,9.64545214378e-07,1.54377435337e-10,5.74640689711e-11,4.51568952068e-11,3.52832840474e-11
2019-12-29 11:15:05.430,9.20349062642e-07,1.51618063229e-10,5.75622558896e-11,4.62873319506e-11,3.39786496512e-11
2019-12-29 11:30:05.430,8.41390111053e-07,1.50175945254e-10,5.82329659091e-11,4.78085389946e-11,3.29979736374e-11
2019-12-29 11:45:05.430,8.28452474702e-07,1.50536058528e-10,6.09963001574e-11,4.95069934653e-11,3.5359282043e-11
2019-12-29 12:00:05.430,7.77431289981e-07,1.51918931927e-10,6.18199127833e-11,4.97509363233e-11,3.6443668511e-11
2019-12-29 12:15:05.430,9.21769050626e-07,1.50248105099e-10,6.11522026872e-11,4.90913161605e-11,3.62085080623e-11
2019-12-29 12:30:05.430,9.0604993902e-07,1.49030323828e-10,6.04128568877e-11,4.80394920211e-11,3.63813685498e-11
2019-12-29 12:45:05.430,8.3942806954e-07,1.49650103111e-10,6.04775256488e-11,5.03054425967e-11,3.33409418464e-11
2019-12-29 13:00:05.430,8.37046757685e-07,1.54735959722e-10,6.11719984564e-11,5.03736159449e-11,3.44740068585e-11
2019-12-29 13:15:05.430,7.81944565847e-07,1.54852451585e-10,6.1286688772e-11,4.95895812064e-11,3.57681850658e-11
2019-12-29 13:30:05.430,8.44249138755e-07,1.53553555663e-10,6.05510691467e-11,4.84873013136e-11,3.60205519654e-11
2019-12-29 13:45:05.430,8.06363237482e-07,1.50391523198e-10,5.82537043179e-11,4.69931902828e-11,3.41825093486e-11
