,4.0-14.0
2019-12-09 22:29:58.997999,50.6880063869
2019-12-09 22:44:58.997999,40.9495030281
2019-12-09 22:59:58.997999,36.8280436464
2019-12-09 23:14:58.997999,38.9642222541
2019-12-09 23:29:58.997999,39.0542275153
2019-12-09 23:44:58.997999,38.1223127419
2019-12-09 23:59:58.997999,40.6543730406
2019-12-10 00:14:58.998000,36.0911662676
2019-12-10 00:29:58.998000,40.3730530494
2019-12-10 00:44:58.998000,42.2878510504
2019-12-10 00:59:58.998000,42.9223338112
2019-12-10 01:14:58.998000,40.2588304612
2019-12-10 01:29:58.998000,41.1169422639
2019-12-10 01:44:58.998000,44.7623480168
2019-12-10 01:59:58.998000,41.9123604897
2019-12-10 02:14:58.998000,45.8019442015
2019-12-10 02:29:58.998000,44.403664209
2019-12-10 02:44:58.998000,55.2498076189
2019-12-10 02:59:58.998000,67.3366653101
2019-12-10 03:14:58.998000,31.0462930626
2019-12-10 03:29:58.998000,30.4790402874
2019-12-10 03:44:58.998000,30.6671801956
2019-12-10 03:59:58.998000,27.8454292334
2019-12-10 04:14:58.998000,33.297510413
2019-12-10 04:29:58.998000,30.9786765635
2019-12-10 04:44:58.998000,31.7215785542
2019-12-10 04:59:58.998000,38.2391288936
2019-12-10 05:14:58.998000,37.358469861
2019-12-10 05:29:58.998000,31.722158078
2019-12-10 05:44:58.998000,35.5065647912
2019-12-10 05:59:58.998000,36.5086871317
2019-12-10 06:14:58.998000,37.2871295514
2019-12-10 06:29:58.998000,37.2839850186
2019-12-10 06:44:58.998000,35.044965173
2019-12-10 06:59:58.998000,40.0211865258
2019-12-10 07:14:58.998000,38.9453547298
2019-12-10 07:29:58.998000,39.0554409212
2019-12-10 07:44:58.998000,40.2728038102
2019-12-10 07:59:58.998000,37.0531431836
2019-12-10 08:14:58.998000,39.1210751261
2019-12-10 08:29:58.998000,49.3291984198
2019-12-10 08:44:58.998000,45.8142588795
2019-12-10 08:59:58.998000,47.9016982956
2019-12-10 09:14:58.998000,49.4571292447
2019-12-10 09:29:58.998000,49.5012591066
2019-12-10 09:44:58.998000,51.9169825823
2019-12-10 09:59:58.998000,60.1628255253
2019-12-10 10:14:58.998000,65.372981156
2019-12-10 10:29:58.998000,65.4599681722
2019-12-10 10:44:58.998000,67.2120589719
2019-12-10 10:59:58.998000,71.8827530056
2019-12-10 11:14:58.998000,76.6525241776
2019-12-10 11:29:58.998000,70.4163863183
2019-12-10 11:44:58.998000,77.0029451183
2019-12-10 11:59:58.998000,82.1855306853
2019-12-10 12:14:58.998000,88.6441202079
2019-12-10 12:29:58.998000,81.1014613297
2019-12-10 12:44:58.998000,81.3553288079
2019-12-10 12:59:58.998000,79.9861921003
2019-12-10 13:14:58.998000,76.7801243233
2019-12-10 13:29:58.998000,78.666104548
2019-12-10 13:44:58.998000,76.6648423325
2019-12-10 13:59:58.998000,80.4334042264
2019-12-10 14:14:58.998000,85.6983948673
2019-12-10 14:29:58.998000,77.2322676238
