,0.1-1,1-20,4-14,10-20 
2019-11-01 00:07:30.000,1.233691e-07,2.383602e-08,9.014205e-10,5.000807e-10, 
2019-11-01 00:22:30.000,1.145567e-07,2.304338e-08,8.485620e-10,4.026666e-10, 
2019-11-01 00:37:30.000,1.159338e-07,2.390344e-08,8.209134e-10,4.232370e-10, 
2019-11-01 00:52:30.000,1.110303e-07,2.199684e-08,7.763187e-10,4.288423e-10, 
2019-11-01 01:07:30.000,1.094428e-07,2.085667e-08,6.875790e-10,2.157287e-10, 
2019-11-01 01:22:30.000,1.142300e-07,2.718110e-08,7.678094e-10,2.652314e-10, 
2019-11-01 01:37:30.000,1.095510e-07,2.496345e-08,7.230246e-10,3.256766e-10, 
2019-11-01 01:52:30.000,1.089971e-07,2.509525e-08,7.009671e-10,2.056507e-10, 
2019-11-01 02:07:30.000,1.125655e-07,2.781892e-08,6.954233e-10,2.552851e-10, 
2019-11-01 02:22:30.000,9.573965e-08,1.700892e-08,5.711141e-10,1.873692e-10, 
2019-11-01 02:37:30.000,1.033908e-07,1.721586e-08,5.220500e-10,1.734126e-10, 
2019-11-01 02:52:30.000,1.056110e-07,2.325835e-08,6.214460e-10,1.670669e-10, 
2019-11-01 03:07:30.000,1.090701e-07,1.589432e-08,5.779800e-10,2.757374e-10, 
2019-11-01 03:22:30.000,1.081023e-07,1.856503e-08,5.080324e-10,1.622351e-10, 
2019-11-01 03:37:30.000,9.971462e-08,1.812858e-08,5.166530e-10,1.610897e-10, 
2019-11-01 03:52:30.000,9.755202e-08,1.970421e-08,5.607209e-10,1.554904e-10, 
2019-11-01 04:07:30.000,9.712846e-08,2.131796e-08,8.481992e-10,3.094350e-10, 
2019-11-01 04:22:30.000,1.105566e-07,2.015936e-08,7.647220e-10,4.104514e-10, 
2019-11-01 04:37:30.000,9.798000e-08,1.767710e-08,5.534468e-10,2.324370e-10, 
2019-11-01 04:52:30.000,1.024057e-07,1.989777e-08,7.189602e-10,3.772351e-10, 
2019-11-01 05:07:30.000,1.003941e-07,1.788713e-08,8.265123e-10,4.501322e-10, 
2019-11-01 05:22:30.000,9.609504e-08,1.962182e-08,8.318885e-10,5.312826e-10, 
2019-11-01 05:37:30.000,1.480393e-07,2.161606e-08,8.946640e-10,5.573548e-10, 
2019-11-01 05:52:30.000,1.154570e-07,2.111986e-08,9.454406e-10,5.024609e-10, 
2019-11-01 06:07:30.000,1.027936e-07,2.045262e-08,9.413149e-10,5.288275e-10, 
2019-11-01 06:22:30.000,1.054942e-07,2.342799e-08,9.590815e-10,4.502594e-10, 
2019-11-01 06:37:30.000,1.093338e-07,2.105184e-08,1.184059e-09,7.027835e-10, 
2019-11-01 06:52:30.000,1.093584e-07,2.280686e-08,1.073792e-09,6.237022e-10, 
2019-11-01 07:07:30.000,1.033795e-07,2.437370e-08,1.522396e-09,7.062464e-10, 
2019-11-01 07:22:30.000,1.024618e-07,2.209136e-08,1.401049e-09,8.758443e-10, 
2019-11-01 07:37:30.000,9.595168e-08,1.946927e-08,1.406858e-09,8.092346e-10, 
2019-11-01 07:52:30.000,1.012436e-07,2.023127e-08,1.562537e-09,1.002536e-09, 
2019-11-01 08:07:30.000,1.117590e-07,2.159173e-08,1.530624e-09,9.685732e-10, 
2019-11-01 08:22:30.000,1.137591e-07,1.887626e-08,1.652850e-09,1.037504e-09, 
2019-11-01 08:37:30.000,1.128715e-07,2.044814e-08,1.797783e-09,1.170395e-09, 
2019-11-01 08:52:30.000,1.042636e-07,2.072402e-08,1.688451e-09,1.154372e-09, 
2019-11-01 09:07:30.000,1.072625e-07,1.959200e-08,1.678556e-09,1.102412e-09, 
2019-11-01 09:22:30.000,1.041662e-07,1.886245e-08,1.760626e-09,1.039812e-09, 
2019-11-01 09:37:30.000,1.148947e-07,1.696557e-08,1.707822e-09,1.057389e-09, 
2019-11-01 09:52:30.000,1.153285e-07,2.070287e-08,1.830035e-09,1.119557e-09, 
2019-11-01 10:07:30.000,1.095116e-07,1.866059e-08,1.731119e-09,1.025832e-09, 
2019-11-01 10:22:30.000,1.052008e-07,1.911003e-08,1.611639e-09,9.559184e-10, 
2019-11-01 10:37:30.000,1.024804e-07,1.927506e-08,1.575941e-09,9.737251e-10, 
2019-11-01 10:52:30.000,9.863322e-08,1.979131e-08,1.693604e-09,1.101431e-09, 
2019-11-01 11:07:30.000,1.018563e-07,2.010917e-08,1.588449e-09,1.072019e-09, 
2019-11-01 11:22:30.000,1.087310e-07,1.975102e-08,1.534942e-09,1.078104e-09, 
2019-11-01 11:37:30.000,1.065167e-07,2.031183e-08,1.577444e-09,9.711319e-10, 
2019-11-01 11:52:30.000,1.044866e-07,2.024414e-08,1.506408e-09,1.065893e-09, 
2019-11-01 12:07:30.000,1.042871e-07,2.076688e-08,1.475720e-09,8.859047e-10, 
2019-11-01 12:22:30.000,1.074701e-07,1.854183e-08,1.295674e-09,8.265533e-10, 
2019-11-01 12:37:30.000,1.015209e-07,1.786810e-08,1.181566e-09,6.329467e-10, 
2019-11-01 12:52:30.000,1.107564e-07,1.992460e-08,1.091414e-09,6.641057e-10, 
2019-11-01 13:07:30.000,1.027427e-07,2.257308e-08,1.188089e-09,7.560146e-10, 
2019-11-01 13:22:30.000,1.118371e-07,2.404106e-08,1.193412e-09,7.174354e-10, 
2019-11-01 13:37:30.000,1.090524e-07,2.261028e-08,1.296454e-09,8.866303e-10, 
2019-11-01 13:52:30.000,1.068000e-07,2.115101e-08,1.325774e-09,9.049858e-10, 
2019-11-01 14:07:30.000,1.068181e-07,1.981239e-08,1.310848e-09,8.581218e-10, 
2019-11-01 14:22:30.000,1.058519e-07,2.297602e-08,1.399202e-09,8.878798e-10, 
2019-11-01 14:37:30.000,1.105756e-07,2.278827e-08,1.320145e-09,8.381186e-10, 
2019-11-01 14:52:30.000,1.139492e-07,2.840667e-08,1.287054e-09,7.781122e-10, 
2019-11-01 15:07:30.000,1.246850e-07,2.704850e-08,1.261984e-09,8.354736e-10, 
2019-11-01 15:22:30.000,1.345566e-07,2.983772e-08,1.429379e-09,8.615774e-10, 
2019-11-01 15:37:30.000,1.540169e-07,2.607976e-08,1.449259e-09,9.279599e-10, 
2019-11-01 15:52:30.000,1.648752e-07,2.861931e-08,1.431533e-09,9.328686e-10, 
2019-11-01 16:07:30.000,1.538983e-07,2.596924e-08,1.568282e-09,1.024858e-09, 
2019-11-01 16:22:30.000,1.437525e-07,2.736708e-08,1.413275e-09,8.494742e-10, 
2019-11-01 16:37:30.000,1.422233e-07,3.079577e-08,1.350157e-09,8.578606e-10, 
2019-11-01 16:52:30.000,1.427527e-07,2.776607e-08,1.421392e-09,9.308209e-10, 
2019-11-01 17:07:30.000,1.324466e-07,2.593212e-08,1.255351e-09,8.153311e-10, 
2019-11-01 17:22:30.000,1.288774e-07,2.335332e-08,1.178599e-09,7.008849e-10, 
2019-11-01 17:37:30.000,1.288410e-07,2.289429e-08,1.206570e-09,7.986311e-10, 
2019-11-01 17:52:30.000,1.297918e-07,2.257671e-08,1.330314e-09,8.415323e-10, 
2019-11-01 18:07:30.000,1.221080e-07,2.158087e-08,1.171314e-09,7.798859e-10, 
2019-11-01 18:22:30.000,1.258698e-07,2.313930e-08,1.128263e-09,6.823704e-10, 
2019-11-01 18:37:30.000,1.168762e-07,2.140570e-08,1.224071e-09,7.737538e-10, 
2019-11-01 18:52:30.000,1.130170e-07,2.018168e-08,1.093897e-09,6.129771e-10, 
2019-11-01 19:07:30.000,1.159814e-07,1.941494e-08,1.104708e-09,6.116009e-10, 
2019-11-01 19:22:30.000,1.114287e-07,2.144952e-08,1.130249e-09,5.956097e-10, 
2019-11-01 19:37:30.000,1.082745e-07,2.055942e-08,1.071697e-09,6.746641e-10, 
2019-11-01 19:52:30.000,1.075897e-07,2.075914e-08,1.035301e-09,5.636060e-10, 
2019-11-01 20:07:30.000,1.094515e-07,1.950153e-08,1.232136e-09,5.168603e-10, 
2019-11-01 20:22:30.000,1.094111e-07,2.069514e-08,1.313280e-09,5.855202e-10, 
2019-11-01 20:37:30.000,1.106124e-07,2.154787e-08,1.975778e-09,5.459668e-10, 
2019-11-01 20:52:30.000,1.113135e-07,1.799541e-08,1.951040e-09,5.607995e-10, 
2019-11-01 21:07:30.000,1.026862e-07,1.689800e-08,8.271209e-10,4.409160e-10, 
2019-11-01 21:22:30.000,1.084368e-07,1.772663e-08,8.164745e-10,4.939348e-10, 
2019-11-01 21:37:30.000,1.050515e-07,1.871597e-08,8.141977e-10,4.973362e-10, 
2019-11-01 21:52:30.000,1.044612e-07,1.792780e-08,7.535851e-10,4.017745e-10, 
2019-11-01 22:07:30.000,1.067700e-07,1.849999e-08,7.680524e-10,4.954452e-10, 
2019-11-01 22:22:30.000,1.103275e-07,1.642418e-08,7.283924e-10,4.401564e-10, 
2019-11-01 22:37:30.000,1.072457e-07,1.868720e-08,7.252868e-10,4.634141e-10, 
2019-11-01 22:52:30.000,1.104526e-07,1.836031e-08,7.402963e-10,4.182772e-10, 
2019-11-01 23:07:30.000,1.049582e-07,1.750774e-08,6.265314e-10,3.495833e-10, 
2019-11-01 23:22:30.000,1.069213e-07,1.897890e-08,6.474126e-10,4.294724e-10, 
2019-11-01 23:37:30.000,1.061723e-07,1.838462e-08,5.579132e-10,2.780946e-10, 
2019-11-01 23:52:30.000,1.092918e-07,1.684183e-08,5.463657e-10,2.981644e-10, 
2019-11-02 00:07:30.000,1.462550e-07,2.353025e-08,7.983650e-10,4.237701e-10, 
2019-11-02 00:22:30.000,1.435361e-07,2.329384e-08,7.746668e-10,3.021352e-10, 
2019-11-02 00:37:30.000,1.425295e-07,2.283507e-08,7.011079e-10,2.298444e-10, 
2019-11-02 00:52:30.000,1.413328e-07,2.338810e-08,6.659256e-10,2.016521e-10, 
2019-11-02 01:07:30.000,1.393926e-07,2.216960e-08,6.723397e-10,2.956725e-10, 
2019-11-02 01:22:30.000,1.376634e-07,2.102753e-08,6.242394e-10,2.781886e-10, 
2019-11-02 01:37:30.000,1.342636e-07,2.130580e-08,5.597536e-10,2.473705e-10, 
2019-11-02 01:52:30.000,1.325387e-07,1.899668e-08,5.416266e-10,2.244222e-10, 
2019-11-02 02:07:30.000,1.236577e-07,1.938133e-08,5.210720e-10,2.252259e-10, 
2019-11-02 02:22:30.000,1.226148e-07,1.927161e-08,4.938426e-10,2.311796e-10, 
2019-11-02 02:37:30.000,1.242809e-07,1.925820e-08,4.407172e-10,2.394547e-10, 
2019-11-02 02:52:30.000,1.193942e-07,1.954165e-08,5.149157e-10,2.567755e-10, 
2019-11-02 03:07:30.000,1.202145e-07,1.856854e-08,4.346182e-10,2.518887e-10, 
2019-11-02 03:22:30.000,1.199848e-07,1.737922e-08,4.554157e-10,2.674177e-10, 
2019-11-02 03:37:30.000,1.198249e-07,1.888343e-08,4.478131e-10,2.914002e-10, 
2019-11-02 03:52:30.000,1.130583e-07,1.654523e-08,4.144825e-10,2.695375e-10, 
2019-11-02 04:07:30.000,1.118133e-07,1.727521e-08,6.902101e-10,4.217310e-10, 
2019-11-02 04:22:30.000,1.180151e-07,1.818769e-08,7.323881e-10,4.770235e-10, 
2019-11-02 04:37:30.000,1.183001e-07,1.847983e-08,6.512659e-10,4.263225e-10, 
2019-11-02 04:52:30.000,1.143399e-07,1.736946e-08,8.582586e-10,5.742690e-10, 
2019-11-02 05:07:30.000,1.179738e-07,1.868894e-08,1.048506e-09,6.095030e-10, 
2019-11-02 05:22:30.000,1.111546e-07,1.750180e-08,1.206943e-09,7.366715e-10, 
2019-11-02 05:37:30.000,1.092713e-07,1.893956e-08,1.033989e-09,6.511006e-10, 
2019-11-02 05:52:30.000,1.049449e-07,1.802402e-08,1.087613e-09,6.358244e-10, 
2019-11-02 06:07:30.000,1.058577e-07,1.880921e-08,1.117239e-09,6.911029e-10, 
2019-11-02 06:22:30.000,1.009687e-07,1.780053e-08,1.189936e-09,7.544594e-10, 
2019-11-02 06:37:30.000,1.089532e-07,1.641261e-08,1.363417e-09,8.037937e-10, 
2019-11-02 06:52:30.000,1.076630e-07,1.760552e-08,1.256356e-09,8.276484e-10, 
2019-11-02 07:07:30.000,1.108091e-07,1.621125e-08,1.394230e-09,8.423491e-10, 
2019-11-02 07:22:30.000,1.016566e-07,1.575325e-08,1.629458e-09,1.092928e-09, 
2019-11-02 07:37:30.000,1.206538e-07,1.864617e-08,1.815409e-09,1.183811e-09, 
2019-11-02 07:52:30.000,1.013020e-07,1.822513e-08,1.560852e-09,1.088202e-09, 
2019-11-02 08:07:30.000,9.909130e-08,1.821080e-08,1.717213e-09,1.120733e-09, 
2019-11-02 08:22:30.000,9.817431e-08,1.657779e-08,1.858915e-09,1.126093e-09, 
2019-11-02 08:37:30.000,1.077478e-07,1.707004e-08,1.805147e-09,1.067776e-09, 
2019-11-02 08:52:30.000,1.119065e-07,1.724891e-08,1.800127e-09,1.093464e-09, 
2019-11-02 09:07:30.000,1.101287e-07,1.702477e-08,1.815732e-09,1.154920e-09, 
2019-11-02 09:22:30.000,1.061264e-07,1.699283e-08,1.783525e-09,1.190670e-09, 
2019-11-02 09:37:30.000,1.086123e-07,1.792653e-08,1.832370e-09,1.243097e-09, 
2019-11-02 09:52:30.000,1.063582e-07,1.814084e-08,1.921912e-09,1.197438e-09, 
2019-11-02 10:07:30.000,1.077136e-07,1.603240e-08,1.836816e-09,1.234034e-09, 
2019-11-02 10:22:30.000,1.084966e-07,1.545018e-08,1.903727e-09,1.191926e-09, 
2019-11-02 10:37:30.000,1.161064e-07,1.545745e-08,1.756482e-09,1.159046e-09, 
2019-11-02 10:52:30.000,1.008557e-07,1.549177e-08,1.643341e-09,1.060946e-09, 
2019-11-02 11:07:30.000,1.097412e-07,1.663064e-08,1.710254e-09,9.963587e-10, 
2019-11-02 11:22:30.000,1.119547e-07,1.429064e-08,1.608851e-09,1.033203e-09, 
2019-11-02 11:37:30.000,1.098084e-07,1.822317e-08,1.571791e-09,1.042286e-09, 
2019-11-02 11:52:30.000,1.232446e-07,1.982227e-08,1.591289e-09,1.006876e-09, 
2019-11-02 12:07:30.000,1.154501e-07,1.643385e-08,1.510334e-09,9.540907e-10, 
2019-11-02 12:22:30.000,1.122303e-07,1.653053e-08,1.541071e-09,9.080877e-10, 
2019-11-02 12:37:30.000,1.170362e-07,1.521248e-08,1.512434e-09,8.386049e-10, 
2019-11-02 12:52:30.000,1.140587e-07,1.698453e-08,1.390974e-09,7.256027e-10, 
2019-11-02 13:07:30.000,1.231634e-07,1.612007e-08,1.254039e-09,6.896337e-10, 
2019-11-02 13:22:30.000,1.301086e-07,1.737947e-08,1.316838e-09,7.069686e-10, 
2019-11-02 13:37:30.000,1.283491e-07,1.844498e-08,1.230738e-09,7.130072e-10, 
2019-11-02 13:52:30.000,1.292328e-07,1.989601e-08,1.485409e-09,8.140633e-10, 
2019-11-02 14:07:30.000,1.336451e-07,2.201856e-08,1.454113e-09,8.195082e-10, 
2019-11-02 14:22:30.000,2.170202e-07,2.122353e-08,1.486294e-09,1.018578e-09, 
2019-11-02 14:37:30.000,1.337773e-07,1.956908e-08,1.398022e-09,8.806797e-10, 
2019-11-02 14:52:30.000,1.303595e-07,2.066950e-08,1.453144e-09,8.901670e-10, 
2019-11-02 15:07:30.000,1.336036e-07,2.029603e-08,1.364142e-09,9.113447e-10, 
2019-11-02 15:22:30.000,1.377944e-07,1.928182e-08,1.377731e-09,8.523149e-10, 
2019-11-02 15:37:30.000,1.297247e-07,1.923354e-08,1.406194e-09,9.698792e-10, 
2019-11-02 15:52:30.000,1.371222e-07,2.030689e-08,1.485866e-09,1.012978e-09, 
2019-11-02 16:07:30.000,1.320318e-07,1.949928e-08,1.488591e-09,9.751980e-10, 
2019-11-02 16:22:30.000,1.398484e-07,1.871011e-08,1.516623e-09,9.907353e-10, 
2019-11-02 16:37:30.000,1.343679e-07,1.954780e-08,1.558738e-09,9.385392e-10, 
2019-11-02 16:52:30.000,1.285701e-07,1.822314e-08,1.386435e-09,8.915875e-10, 
2019-11-02 17:07:30.000,1.328143e-07,1.806395e-08,1.403078e-09,9.611868e-10, 
2019-11-02 17:22:30.000,1.332294e-07,1.846610e-08,1.346105e-09,8.923914e-10, 
2019-11-02 17:37:30.000,1.364904e-07,1.660070e-08,1.300423e-09,8.402303e-10, 
2019-11-02 17:52:30.000,1.376957e-07,1.654434e-08,1.369920e-09,9.823322e-10, 
2019-11-02 18:07:30.000,1.473002e-07,1.692546e-08,1.362152e-09,8.351518e-10, 
2019-11-02 18:22:30.000,1.585580e-07,1.690068e-08,1.325729e-09,8.947799e-10, 
2019-11-02 18:37:30.000,1.838875e-07,1.700734e-08,1.139725e-09,7.978138e-10, 
2019-11-02 18:52:30.000,1.560949e-07,1.581263e-08,1.162964e-09,8.082690e-10, 
2019-11-02 19:07:30.000,1.590402e-07,1.698809e-08,1.257000e-09,8.202828e-10, 
2019-11-02 19:22:30.000,1.592968e-07,1.641692e-08,1.127234e-09,7.842790e-10, 
2019-11-02 19:37:30.000,1.563284e-07,1.862968e-08,1.181424e-09,7.846848e-10, 
2019-11-02 19:52:30.000,1.624918e-07,1.732186e-08,1.093803e-09,7.540573e-10, 
2019-11-02 20:07:30.000,1.563282e-07,1.722670e-08,9.840075e-10,6.861985e-10, 
2019-11-02 20:22:30.000,1.576363e-07,1.660607e-08,1.024808e-09,7.280587e-10, 
2019-11-02 20:37:30.000,1.627441e-07,1.818317e-08,9.856704e-10,7.274229e-10, 
2019-11-02 20:52:30.000,1.602376e-07,1.864248e-08,1.202968e-09,6.882322e-10, 
2019-11-02 21:07:30.000,1.547151e-07,1.704300e-08,7.904895e-10,6.842094e-10, 
2019-11-02 21:22:30.000,1.422119e-07,1.764265e-08,8.328439e-10,7.233163e-10, 
2019-11-02 21:37:30.000,1.508750e-07,1.853904e-08,8.125645e-10,7.644164e-10, 
2019-11-02 21:52:30.000,1.496123e-07,1.833823e-08,8.887525e-10,8.150928e-10, 
2019-11-02 22:07:30.000,1.502818e-07,1.868940e-08,8.164259e-10,7.749687e-10, 
2019-11-02 22:22:30.000,1.686176e-07,1.868410e-08,8.422683e-10,7.615107e-10, 
2019-11-02 22:37:30.000,1.675510e-07,2.066155e-08,8.651699e-10,8.641646e-10, 
2019-11-02 22:52:30.000,1.782002e-07,1.876538e-08,8.810281e-10,9.107965e-10, 
2019-11-02 23:07:30.000,1.803538e-07,1.846814e-08,8.186496e-10,8.509227e-10, 
2019-11-02 23:22:30.000,1.848501e-07,2.118940e-08,7.498025e-10,8.673644e-10, 
2019-11-02 23:37:30.000,1.952209e-07,2.140846e-08,7.448697e-10,9.187825e-10, 
2019-11-02 23:52:30.000,2.137483e-07,2.209870e-08,7.011648e-10,9.079127e-10, 
2019-11-03 00:07:30.000,2.465583e-07,2.177406e-08,1.341889e-09,3.945012e-10, 
2019-11-03 00:22:30.000,2.359952e-07,2.062333e-08,1.225259e-09,3.608756e-10, 
2019-11-03 00:37:30.000,2.514683e-07,2.057370e-08,1.165796e-09,1.889755e-10, 
2019-11-03 00:52:30.000,2.409984e-07,2.071625e-08,1.171292e-09,3.474080e-10, 
2019-11-03 01:07:30.000,2.357622e-07,2.009430e-08,1.080155e-09,2.164347e-10, 
2019-11-03 01:22:30.000,2.309435e-07,2.082154e-08,1.073156e-09,2.165588e-10, 
2019-11-03 01:37:30.000,2.284318e-07,2.004822e-08,1.000129e-09,1.842840e-10, 
2019-11-03 01:52:30.000,2.205737e-07,2.046882e-08,9.689963e-10,1.920251e-10, 
2019-11-03 02:07:30.000,2.253997e-07,2.221449e-08,9.344583e-10,2.292979e-10, 
2019-11-03 02:22:30.000,2.288171e-07,2.130200e-08,8.735113e-10,1.477673e-10, 
2019-11-03 02:37:30.000,2.198819e-07,1.876096e-08,8.474837e-10,1.666063e-10, 
2019-11-03 02:52:30.000,2.232407e-07,1.904411e-08,8.076420e-10,1.562275e-10, 
2019-11-03 03:07:30.000,2.191243e-07,2.084032e-08,7.732875e-10,1.660111e-10, 
2019-11-03 03:22:30.000,2.131560e-07,2.066850e-08,7.341376e-10,1.631712e-10, 
2019-11-03 03:37:30.000,2.303953e-07,2.021366e-08,6.906854e-10,1.744721e-10, 
2019-11-03 03:52:30.000,2.166647e-07,2.032422e-08,6.799523e-10,1.772590e-10, 
2019-11-03 04:07:30.000,2.264670e-07,1.986394e-08,7.098502e-10,3.127304e-10, 
2019-11-03 04:22:30.000,2.403518e-07,1.950500e-08,7.142798e-10,3.023234e-10, 
2019-11-03 04:37:30.000,2.262652e-07,2.081823e-08,6.622947e-10,2.987825e-10, 
2019-11-03 04:52:30.000,2.272568e-07,2.087212e-08,6.983950e-10,3.269335e-10, 
2019-11-03 05:07:30.000,2.156112e-07,2.083384e-08,7.130116e-10,3.867597e-10, 
2019-11-03 05:22:30.000,1.989030e-07,2.299574e-08,7.814548e-10,4.445560e-10, 
2019-11-03 05:37:30.000,2.117621e-07,2.264466e-08,9.279072e-10,5.113180e-10, 
2019-11-03 05:52:30.000,2.101513e-07,2.166134e-08,9.183560e-10,5.081598e-10, 
2019-11-03 06:07:30.000,2.074601e-07,2.084480e-08,8.853078e-10,5.342319e-10, 
2019-11-03 06:22:30.000,2.141577e-07,2.014744e-08,9.124571e-10,5.313959e-10, 
2019-11-03 06:37:30.000,2.196405e-07,2.063855e-08,9.185520e-10,5.526126e-10, 
2019-11-03 06:52:30.000,2.182598e-07,2.004292e-08,1.020815e-09,7.124420e-10, 
2019-11-03 07:07:30.000,2.192327e-07,1.988879e-08,1.143248e-09,6.924578e-10, 
2019-11-03 07:22:30.000,2.124280e-07,2.052276e-08,1.592163e-09,7.285048e-10, 
2019-11-03 07:37:30.000,2.168068e-07,2.065325e-08,1.361139e-09,7.742957e-10, 
2019-11-03 07:52:30.000,2.094367e-07,2.063126e-08,1.432615e-09,7.816768e-10, 
2019-11-03 08:07:30.000,2.117670e-07,2.222950e-08,1.557699e-09,8.121414e-10, 
2019-11-03 08:22:30.000,2.258939e-07,2.182812e-08,1.587181e-09,9.872077e-10, 
2019-11-03 08:37:30.000,2.319679e-07,2.303952e-08,1.433102e-09,8.160777e-10, 
2019-11-03 08:52:30.000,2.242618e-07,2.215807e-08,1.900725e-09,1.027494e-09, 
2019-11-03 09:07:30.000,2.341862e-07,2.127088e-08,1.912097e-09,9.665494e-10, 
2019-11-03 09:22:30.000,2.167799e-07,2.071009e-08,1.667248e-09,1.047159e-09, 
2019-11-03 09:37:30.000,2.306477e-07,2.213482e-08,1.981390e-09,1.156826e-09, 
2019-11-03 09:52:30.000,2.424310e-07,2.328856e-08,1.816644e-09,1.057740e-09, 
2019-11-03 10:07:30.000,2.497332e-07,2.401426e-08,1.700674e-09,1.122090e-09, 
2019-11-03 10:22:30.000,2.457267e-07,2.445656e-08,1.732911e-09,1.048957e-09, 
2019-11-03 10:37:30.000,2.368873e-07,2.507554e-08,1.707596e-09,1.013351e-09, 
2019-11-03 10:52:30.000,2.698284e-07,2.615050e-08,1.604688e-09,1.050142e-09, 
2019-11-03 11:07:30.000,2.573179e-07,2.744376e-08,1.797269e-09,1.090549e-09, 
2019-11-03 11:22:30.000,2.587914e-07,2.255560e-08,1.572495e-09,1.006267e-09, 
2019-11-03 11:37:30.000,2.626324e-07,2.244029e-08,1.604082e-09,1.073194e-09, 
2019-11-03 11:52:30.000,2.686831e-07,2.267030e-08,1.611065e-09,9.933696e-10, 
2019-11-03 12:07:30.000,2.671462e-07,2.285584e-08,1.332693e-09,7.219496e-10, 
2019-11-03 12:22:30.000,2.423314e-07,2.191014e-08,1.109971e-09,6.595983e-10, 
2019-11-03 12:37:30.000,2.580291e-07,2.222337e-08,1.095022e-09,5.596406e-10, 
2019-11-03 12:52:30.000,2.754393e-07,2.276305e-08,1.002171e-09,4.705491e-10, 
2019-11-03 13:07:30.000,2.814300e-07,2.377826e-08,1.019703e-09,5.507440e-10, 
2019-11-03 13:22:30.000,2.764138e-07,2.329310e-08,1.220543e-09,5.905308e-10, 
2019-11-03 13:37:30.000,2.963766e-07,2.491968e-08,1.196618e-09,6.917393e-10, 
2019-11-03 13:52:30.000,2.856351e-07,2.453748e-08,1.079787e-09,5.661835e-10, 
2019-11-03 14:07:30.000,2.959097e-07,2.557731e-08,1.185637e-09,6.669534e-10, 
2019-11-03 14:22:30.000,3.016804e-07,2.583316e-08,1.098197e-09,7.265963e-10, 
2019-11-03 14:37:30.000,2.914313e-07,2.546569e-08,1.247628e-09,7.503611e-10, 
2019-11-03 14:52:30.000,2.889488e-07,2.549124e-08,1.148586e-09,6.404835e-10, 
2019-11-03 15:07:30.000,2.967297e-07,2.602238e-08,1.201771e-09,7.697792e-10, 
2019-11-03 15:22:30.000,3.082664e-07,2.437022e-08,1.248237e-09,6.423459e-10, 
2019-11-03 15:37:30.000,2.998959e-07,2.649365e-08,1.168628e-09,7.106195e-10, 
2019-11-03 15:52:30.000,3.039693e-07,2.528002e-08,1.286983e-09,7.617488e-10, 
2019-11-03 16:07:30.000,3.181437e-07,2.690702e-08,1.256370e-09,8.472002e-10, 
2019-11-03 16:22:30.000,3.027069e-07,2.545429e-08,1.224828e-09,7.344834e-10, 
2019-11-03 16:37:30.000,3.003602e-07,2.441528e-08,1.243938e-09,7.379079e-10, 
2019-11-03 16:52:30.000,3.297654e-07,2.536629e-08,1.393820e-09,7.777070e-10, 
2019-11-03 17:07:30.000,3.328915e-07,2.440932e-08,1.355541e-09,7.165816e-10, 
2019-11-03 17:22:30.000,3.289954e-07,2.468365e-08,1.412357e-09,8.539563e-10, 
2019-11-03 17:37:30.000,3.414259e-07,2.472275e-08,1.306683e-09,6.344799e-10, 
2019-11-03 17:52:30.000,3.408830e-07,2.606032e-08,1.307118e-09,8.528610e-10, 
2019-11-03 18:07:30.000,3.716964e-07,2.526676e-08,1.158507e-09,7.318229e-10, 
2019-11-03 18:22:30.000,3.233080e-07,2.877638e-08,1.192643e-09,7.310257e-10, 
2019-11-03 18:37:30.000,3.608190e-07,3.090539e-08,1.189642e-09,7.667466e-10, 
2019-11-03 18:52:30.000,3.474784e-07,3.002329e-08,1.231580e-09,7.055069e-10, 
2019-11-03 19:07:30.000,3.437651e-07,2.993162e-08,1.202041e-09,7.468642e-10, 
2019-11-03 19:22:30.000,3.704594e-07,3.179797e-08,1.176783e-09,6.215575e-10, 
2019-11-03 19:37:30.000,3.366581e-07,3.149343e-08,1.081994e-09,5.788143e-10, 
2019-11-03 19:52:30.000,3.420720e-07,3.174508e-08,1.082663e-09,6.477000e-10, 
2019-11-03 20:07:30.000,3.279508e-07,3.228398e-08,1.039417e-09,6.585526e-10, 
2019-11-03 20:22:30.000,3.495490e-07,3.181696e-08,9.436981e-10,4.666635e-10, 
2019-11-03 20:37:30.000,3.559209e-07,2.962565e-08,9.377077e-10,5.336664e-10, 
2019-11-03 20:52:30.000,3.720623e-07,2.888580e-08,9.904086e-10,6.222859e-10, 
2019-11-03 21:07:30.000,3.365165e-07,2.845964e-08,9.941210e-10,6.081843e-10, 
2019-11-03 21:22:30.000,3.503882e-07,2.659733e-08,8.757450e-10,5.343587e-10, 
2019-11-03 21:37:30.000,3.509864e-07,2.735281e-08,7.984247e-10,4.917959e-10, 
2019-11-03 21:52:30.000,3.326703e-07,2.537554e-08,8.265888e-10,5.862055e-10, 
2019-11-03 22:07:30.000,3.273925e-07,2.534786e-08,7.929919e-10,5.630734e-10, 
2019-11-03 22:22:30.000,3.461258e-07,2.484238e-08,7.012490e-10,5.229106e-10, 
2019-11-03 22:37:30.000,3.418294e-07,2.505175e-08,6.861438e-10,5.794217e-10, 
2019-11-03 22:52:30.000,3.632398e-07,2.442411e-08,7.262261e-10,6.620846e-10, 
2019-11-03 23:07:30.000,3.474566e-07,2.706728e-08,7.386040e-10,5.582778e-10, 
