2019-10-31T23:59:59.998391Z,5294.26497297
2019-11-01T00:29:59.998391Z,5622.22877989
2019-11-01T00:59:59.998391Z,4895.98043945
2019-11-01T01:29:59.998391Z,5027.23594503
2019-11-01T01:59:59.998391Z,5285.73079847
2019-11-01T02:29:59.998391Z,4879.50038535
2019-11-01T02:59:59.998391Z,4799.38747566
2019-11-01T03:29:59.998391Z,4681.87255067
2019-11-01T03:59:59.998391Z,4207.08744237
2019-11-01T04:29:59.998391Z,4077.36639039
2019-11-01T04:59:59.998391Z,3884.62411381
2019-11-01T05:29:59.998391Z,3677.08388899
2019-11-01T05:59:59.998391Z,3226.80952995
2019-11-01T06:29:59.998391Z,3021.84327717
2019-11-01T06:59:59.998391Z,2832.05656491
2019-11-01T07:29:59.998391Z,2753.95043777
2019-11-01T07:59:59.998391Z,2668.42260577
2019-11-01T08:29:59.998391Z,2664.82170245
2019-11-01T08:59:59.998391Z,2378.38599753
2019-11-01T09:29:59.998391Z,2229.04637821
2019-11-01T09:59:59.998391Z,1985.14066082
2019-11-01T10:29:59.998391Z,1967.10211889
2019-11-01T10:59:59.998391Z,1802.16143576
2019-11-01T11:29:59.998391Z,1479.65265237
2019-11-01T11:59:59.998391Z,1322.21249481
2019-11-01T12:29:59.998391Z,1342.49466321
2019-11-01T12:59:59.998391Z,1224.94836818
2019-11-01T13:29:59.998391Z,1202.42066848
2019-11-01T13:59:59.998391Z,1156.20741087
2019-11-01T14:29:59.998391Z,1100.17283642
2019-11-01T14:59:59.998391Z,1139.04352933
2019-11-01T15:29:59.998391Z,1225.09663491
2019-11-01T15:59:59.998391Z,1323.99018651
2019-11-01T16:29:59.998391Z,1633.88045325
2019-11-01T16:59:59.998391Z,2151.44067598
2019-11-01T17:29:59.998391Z,2566.14407324
2019-11-01T17:59:59.998391Z,3017.14765198
2019-11-01T18:29:59.998391Z,3540.98994314
2019-11-01T18:59:59.998391Z,3882.20047262
2019-11-01T19:29:59.998391Z,4163.37425758
2019-11-01T19:59:59.998391Z,4038.43595755
2019-11-01T20:29:59.998391Z,4342.89718573
2019-11-01T20:59:59.998391Z,4419.28273386
2019-11-01T21:29:59.998391Z,4287.013837
2019-11-01T21:59:59.998391Z,4405.77977786
2019-11-01T22:29:59.998391Z,4464.32331817
2019-11-01T22:59:59.998391Z,4503.0249372
2019-11-01T23:29:59.998391Z,4299.88828666
2019-11-01T23:59:59.998571Z,4002.31410381
2019-11-02T00:29:59.998571Z,3709.14109431
2019-11-02T00:59:59.998571Z,3705.63007306
2019-11-02T01:29:59.998571Z,3621.16244321
2019-11-02T01:59:59.998571Z,3633.16779019
2019-11-02T02:29:59.998571Z,3547.01842457
2019-11-02T02:59:59.998571Z,3551.3238104
2019-11-02T03:29:59.998571Z,3517.30489284
2019-11-02T03:59:59.998571Z,3358.69602831
2019-11-02T04:29:59.998571Z,3205.7336648
2019-11-02T04:59:59.998571Z,3003.61129058
2019-11-02T05:29:59.998571Z,2838.71612394
2019-11-02T05:59:59.998571Z,2778.57797545
2019-11-02T06:29:59.998571Z,2550.70596845
2019-11-02T06:59:59.998571Z,2347.04106078
2019-11-02T07:29:59.998571Z,2272.56439243
2019-11-02T07:59:59.998571Z,2139.51084144
2019-11-02T08:29:59.998571Z,2178.09480346
2019-11-02T08:59:59.998571Z,1996.37523694
2019-11-02T09:29:59.998571Z,1844.09750894
2019-11-02T09:59:59.998571Z,1817.52185921
2019-11-02T10:29:59.998571Z,1729.07807482
2019-11-02T10:59:59.998571Z,1865.97164192
2019-11-02T11:29:59.998571Z,1437.04762007
2019-11-02T11:59:59.998571Z,1205.63335485
2019-11-02T12:29:59.998571Z,1092.06679598
2019-11-02T12:59:59.998571Z,1059.47101481
2019-11-02T13:29:59.998571Z,966.700907219
2019-11-02T13:59:59.998571Z,959.658877068
2019-11-02T14:29:59.998571Z,868.221607574
2019-11-02T14:59:59.998571Z,896.546533843
2019-11-02T15:29:59.998571Z,870.445650169
2019-11-02T15:59:59.998571Z,1022.10653586
2019-11-02T16:29:59.998571Z,1113.82864345
2019-11-02T16:59:59.998571Z,1432.89329623
2019-11-02T17:29:59.998571Z,1798.67104793
2019-11-02T17:59:59.998571Z,1939.42057288
2019-11-02T18:29:59.998571Z,2260.78680242
2019-11-02T18:59:59.998571Z,2441.21737573
2019-11-02T19:29:59.998571Z,2794.03988049
2019-11-02T19:59:59.998571Z,2938.7613338
2019-11-02T20:29:59.998571Z,3112.90449325
2019-11-02T20:59:59.998571Z,3273.25056893
2019-11-02T21:29:59.998571Z,3340.55359233
2019-11-02T21:59:59.998571Z,3283.83225152
2019-11-02T22:29:59.998571Z,3367.26405069
2019-11-02T22:59:59.998571Z,3378.16402883
2019-11-02T23:29:59.998571Z,3422.92560489
2019-11-02T23:59:59.998571Z,3471.34595351
2019-11-03T00:29:59.998571Z,3400.66427132
2019-11-03T00:59:59.998571Z,3536.14564485
2019-11-03T01:29:59.998571Z,3420.4678955
2019-11-03T01:59:59.998571Z,3377.98056799
2019-11-03T02:29:59.998571Z,3343.97542205
2019-11-03T02:59:59.998571Z,3350.66767082
2019-11-03T03:29:59.998571Z,3311.23098961
2019-11-03T03:59:59.998571Z,3314.24079635
2019-11-03T04:29:59.998571Z,3178.57491883
2019-11-03T04:59:59.998571Z,3068.64812206
2019-11-03T05:29:59.998571Z,3003.42606066
