,4.0-14.0,5.0-20.0
2019-12-05 19:44:57.009999,3.92749915749e-09,3.39188114227e-09
2019-12-05 19:59:57.009999,3.81152329162e-09,3.24620947737e-09
2019-12-05 20:14:57.009999,3.73660355066e-09,2.97387759161e-09
2019-12-05 20:29:57.009999,2.95891285233e-09,2.38647800326e-09
2019-12-05 20:44:57.009999,2.79064802959e-09,2.22081051446e-09
2019-12-05 20:59:57.009999,3.63827413757e-09,3.20599401881e-09
2019-12-05 21:14:57.009999,4.36064890849e-09,4.0010860278e-09
2019-12-05 21:29:57.009999,3.74497562242e-09,3.36699485409e-09
2019-12-05 21:44:57.009999,2.43261071406e-09,1.95114630372e-09
2019-12-05 21:59:57.009999,2.1542389815e-09,1.71181486379e-09
2019-12-05 22:14:57.009999,3.02778314704e-09,2.55695408644e-09
2019-12-05 22:29:57.009999,2.55942821506e-09,2.14682215391e-09
2019-12-05 22:44:57.009999,1.89139735697e-09,1.50656607442e-09
2019-12-05 22:59:57.009999,1.83578131071e-09,1.38689828016e-09
2019-12-05 23:14:57.009999,3.08249059486e-09,2.66258908194e-09
2019-12-05 23:29:57.009999,3.05475812221e-09,2.69200544379e-09
2019-12-05 23:44:57.009999,1.42987394343e-09,1.08061826228e-09
2019-12-05 23:59:57.009999,2.52616102227e-09,2.35457035027e-09
2019-12-06 00:14:55.929999,1.84406570138e-09,1.64417046035e-09
2019-12-06 00:29:55.929999,1.78711468959e-09,1.5608109185e-09
2019-12-06 00:44:55.929999,1.80048812664e-09,1.47765744772e-09
2019-12-06 00:59:55.929999,2.22854892371e-09,1.9229391483e-09
2019-12-06 01:14:55.929999,2.84341551228e-09,2.60515964507e-09
2019-12-06 01:29:55.929999,1.95529231176e-09,1.57170296774e-09
2019-12-06 01:44:55.929999,1.72413144955e-09,1.19381088716e-09
2019-12-06 01:59:55.929999,1.52325461197e-09,1.07820043662e-09
2019-12-06 02:14:55.929999,1.76878512112e-09,1.25446378019e-09
2019-12-06 02:29:55.929999,3.58055569273e-09,2.59829204274e-09
2019-12-06 02:44:55.929999,3.91356977576e-09,2.84292135327e-09
2019-12-06 02:59:55.929999,3.02542595072e-09,2.23162319361e-09
2019-12-06 03:14:55.929999,4.15682731866e-09,3.37989475347e-09
2019-12-06 03:29:55.929999,5.6947541931e-09,3.79488141086e-09
2019-12-06 03:44:55.929999,5.96277748883e-09,4.16076317219e-09
2019-12-06 03:59:55.929999,7.25440305564e-09,5.24832081584e-09
2019-12-06 04:14:55.929999,8.53850149079e-09,5.94782083362e-09
2019-12-06 04:29:55.929999,1.13731667152e-08,7.92868762248e-09
2019-12-06 04:44:55.929999,1.29759147021e-08,9.50425471827e-09
2019-12-06 04:59:55.929999,1.61317787907e-08,1.08882063209e-08
2019-12-06 05:14:55.929999,1.4764464885e-08,1.01492863666e-08
2019-12-06 05:29:55.929999,1.36208169363e-08,9.69556004735e-09
2019-12-06 05:44:55.929999,1.6101114242e-08,1.05085055942e-08
2019-12-06 05:59:55.929999,1.65633626483e-08,9.8906140237e-09
2019-12-06 06:14:55.929999,1.48568095332e-08,9.80538189709e-09
2019-12-06 06:29:55.929999,1.66778477739e-08,1.07860965804e-08
2019-12-06 06:44:55.929999,1.51503287047e-08,1.00480521569e-08
2019-12-06 06:59:55.929999,1.45441166545e-08,1.0478814327e-08
2019-12-06 07:14:55.929999,1.35221215612e-08,1.01160042625e-08
2019-12-06 07:29:55.929999,1.27933237714e-08,8.80164969683e-09
2019-12-06 07:44:55.929999,1.37400883319e-08,9.68572120588e-09
2019-12-06 07:59:55.929999,1.38224664017e-08,9.52500396218e-09
2019-12-06 08:14:55.929999,1.39804073752e-08,9.79025842789e-09
2019-12-06 08:29:55.929999,1.72035950264e-08,1.14599221408e-08
2019-12-06 08:44:55.929999,1.77329338782e-08,1.18854592029e-08
2019-12-06 08:59:55.929999,1.47680351213e-08,1.02518887861e-08
2019-12-06 09:14:55.929999,1.5000724103e-08,1.06125540033e-08
2019-12-06 09:29:55.929999,1.53880942538e-08,1.00782295709e-08
2019-12-06 09:44:55.929999,1.51098584951e-08,9.29547347691e-09
2019-12-06 09:59:55.929999,1.2955818822e-08,8.24071919396e-09
2019-12-06 10:14:55.929999,1.35119008282e-08,8.61748451984e-09
2019-12-06 10:29:55.929999,1.49183014163e-08,1.01338284916e-08
2019-12-06 10:44:55.929999,1.73312700325e-08,1.56691551595e-08
2019-12-06 10:59:55.929999,1.74958256609e-08,1.87152435887e-08
2019-12-06 11:14:55.929999,1.65360882507e-08,1.88959705126e-08
2019-12-06 11:29:55.929999,1.81874147425e-08,1.92667121517e-08
2019-12-06 11:44:55.929999,1.40990432822e-08,1.27786670053e-08
2019-12-06 11:59:55.929999,1.12433953812e-08,8.97136283671e-09
2019-12-06 12:14:55.929999,1.09698738822e-08,9.43045080726e-09
2019-12-06 12:29:55.929999,1.10025198125e-08,8.68970818036e-09
2019-12-06 12:44:55.929999,1.11647299737e-08,7.43722452152e-09
2019-12-06 12:59:55.929999,9.98097649994e-09,8.47728250143e-09
2019-12-06 13:14:55.929999,1.16774204586e-08,1.02817403701e-08
2019-12-06 13:29:55.929999,1.22874951947e-08,9.71447654495e-09
2019-12-06 13:44:55.929999,1.12667566966e-08,9.10842994678e-09
2019-12-06 13:59:55.929999,1.01608553023e-08,8.06385775602e-09
2019-12-06 14:14:55.929999,9.16292449749e-09,7.20952774631e-09
2019-12-06 14:29:55.929999,1.05400664416e-08,8.25159030031e-09
2019-12-06 14:44:55.929999,9.05763393866e-09,7.12646920101e-09
2019-12-06 14:59:55.929999,8.27679162993e-09,6.56602569476e-09
2019-12-06 15:14:55.929999,8.29184564735e-09,6.81810120987e-09
2019-12-06 15:29:55.929999,7.57451873376e-09,6.24250192984e-09
2019-12-06 15:44:55.929999,7.73403632347e-09,5.79949072244e-09
2019-12-06 15:59:55.929999,7.6502229153e-09,5.7904138246e-09
2019-12-06 16:14:55.929999,7.54239614664e-09,6.31308582615e-09
2019-12-06 16:29:55.929999,8.08157294947e-09,6.89967975816e-09
2019-12-06 16:44:55.929999,7.29767354217e-09,6.20662916499e-09
2019-12-06 16:59:55.929999,6.62535518195e-09,5.48847866793e-09
2019-12-06 17:14:55.929999,6.36001336648e-09,5.01961879997e-09
2019-12-06 17:29:55.929999,6.3677471433e-09,5.288722829e-09
2019-12-06 17:44:55.929999,6.72055849382e-09,5.65325364558e-09
2019-12-06 17:59:55.929999,5.82568696796e-09,4.83711085129e-09
2019-12-06 18:14:55.929999,5.33101946086e-09,4.31079973104e-09
2019-12-06 18:29:55.929999,4.73853437415e-09,3.85667905977e-09
2019-12-06 18:44:55.929999,5.00490291406e-09,4.21339815404e-09
2019-12-06 18:59:55.929999,4.95118933669e-09,4.23137848898e-09
2019-12-06 19:14:55.929999,4.58586649524e-09,3.85072570089e-09
2019-12-06 19:29:55.929999,4.21770730283e-09,3.42545504444e-09
2019-12-06 19:44:55.929999,3.71275808428e-09,2.97191926349e-09
2019-12-06 19:59:55.929999,3.53241865104e-09,2.85031885018e-09
2019-12-06 20:14:55.929999,4.06530025747e-09,3.39037732855e-09
2019-12-06 20:29:55.929999,3.56645624084e-09,2.91078348164e-09
2019-12-06 20:44:55.929999,3.06443783037e-09,2.38284136001e-09
2019-12-06 20:59:55.929999,3.06737034889e-09,2.37142707914e-09
2019-12-06 21:14:55.929999,3.05595389958e-09,2.38053656979e-09
2019-12-06 21:29:55.929999,3.03721766721e-09,2.43996542684e-09
2019-12-06 21:44:55.929999,3.11702645287e-09,2.49625355826e-09
2019-12-06 21:59:55.929999,2.91097792862e-09,2.37733146043e-09
2019-12-06 22:14:55.929999,2.74656458982e-09,2.21123592172e-09
2019-12-06 22:29:55.929999,2.54143754366e-09,1.98519238651e-09
2019-12-06 22:44:55.929999,2.36098083171e-09,1.82006558765e-09
2019-12-06 22:59:55.929999,2.45003935077e-09,1.92115743481e-09
2019-12-06 23:14:55.929999,2.49832018276e-09,1.92370957003e-09
2019-12-06 23:29:55.929999,2.22584615974e-09,1.65194150938e-09
2019-12-06 23:44:55.929999,1.82327059646e-09,1.41251292032e-09
2019-12-06 23:59:55.929999,1.83460619612e-09,1.39635498408e-09
2019-12-06 23:59:58.849999,1.83404188875e-09,1.3960981013e-09
2019-12-07 00:14:58.849999,1.62191412825e-09,1.28806342217e-09
2019-12-07 00:29:58.849999,1.78081081483e-09,1.26517536787e-09
2019-12-07 00:44:58.849999,2.12192157942e-09,1.38725527019e-09
2019-12-07 00:59:58.849999,1.7742717882e-09,1.31543216125e-09
2019-12-07 01:14:58.849999,1.70394730837e-09,1.3044323695e-09
2019-12-07 01:29:58.849999,1.84055557033e-09,1.33044618908e-09
2019-12-07 01:44:58.849999,1.98363535789e-09,1.36150052918e-09
2019-12-07 01:59:58.849999,2.12050648703e-09,1.56164811245e-09
2019-12-07 02:14:58.849999,2.14861532589e-09,1.56313339923e-09
2019-12-07 02:29:58.849999,2.64693454498e-09,1.80661512283e-09
2019-12-07 02:44:58.849999,3.08048826881e-09,2.14819902078e-09
2019-12-07 02:59:58.849999,2.55729815315e-09,1.86069533215e-09
2019-12-07 03:14:58.849999,2.88105160231e-09,2.06779777276e-09
2019-12-07 03:29:58.849999,4.86580400259e-09,3.39851981582e-09
2019-12-07 03:44:58.849999,6.101255055e-09,4.87686951136e-09
2019-12-07 03:59:58.849999,7.33763437782e-09,4.99734250728e-09
2019-12-07 04:14:58.849999,9.06742291754e-09,5.24390335375e-09
2019-12-07 04:29:58.849999,8.55521284749e-09,5.80298617524e-09
2019-12-07 04:44:58.849999,1.25922527137e-08,7.52485630925e-09
2019-12-07 04:59:58.849999,1.06570570624e-08,6.64170847168e-09
2019-12-07 05:14:58.849999,1.03880652683e-08,6.36272075085e-09
2019-12-07 05:29:58.849999,1.00370402219e-08,6.80430367299e-09
2019-12-07 05:44:58.849999,9.51692216984e-09,6.72502963656e-09
2019-12-07 05:59:58.849999,1.07294405597e-08,6.88001433622e-09
2019-12-07 06:14:58.849999,1.22945720268e-08,7.15370494341e-09
2019-12-07 06:29:58.849999,1.21486807845e-08,7.58320728708e-09
2019-12-07 06:44:58.849999,1.217946409e-08,8.12882231767e-09
2019-12-07 06:59:58.849999,1.05618152134e-08,7.32426420748e-09
2019-12-07 07:14:58.849999,1.02015913723e-08,6.47184922516e-09
2019-12-07 07:29:58.849999,9.68328749175e-09,6.59472086276e-09
2019-12-07 07:44:58.849999,9.65246000235e-09,7.025095719e-09
2019-12-07 07:59:58.849999,9.20256047192e-09,7.05658832371e-09
2019-12-07 08:14:58.849999,9.44456870086e-09,6.36747725272e-09
2019-12-07 08:29:58.849999,1.07211566541e-08,6.57611191904e-09
2019-12-07 08:44:58.849999,9.130170776e-09,6.0664491626e-09
2019-12-07 08:59:58.849999,1.03442291041e-08,6.65559440708e-09
2019-12-07 09:14:58.849999,1.09825662212e-08,6.66053622716e-09
2019-12-07 09:29:58.849999,9.47429132959e-09,6.21313299644e-09
2019-12-07 09:44:58.849999,9.17224958147e-09,6.28500266559e-09
2019-12-07 09:59:58.849999,1.01233480849e-08,7.4455758697e-09
2019-12-07 10:14:58.849999,1.08560072349e-08,8.06099819804e-09
2019-12-07 10:29:58.849999,1.05252377761e-08,7.38303449831e-09
2019-12-07 10:44:58.849999,9.58701119738e-09,6.51077910653e-09
2019-12-07 10:59:58.849999,9.32240942517e-09,6.9258659075e-09
2019-12-07 11:14:58.849999,9.0964998113e-09,6.69093132992e-09
2019-12-07 11:29:58.849999,9.25547613766e-09,6.14097449174e-09
2019-12-07 11:44:58.849999,9.00583313015e-09,6.22189673587e-09
2019-12-07 11:59:58.849999,9.90949028646e-09,7.2058224969e-09
2019-12-07 12:14:58.849999,9.77338921862e-09,6.26198764487e-09
2019-12-07 12:29:58.849999,8.80608673723e-09,6.01147286209e-09
2019-12-07 12:44:58.849999,8.78235512474e-09,6.04921205156e-09
2019-12-07 12:59:58.849999,8.38079642823e-09,5.8199793598e-09
2019-12-07 13:14:58.849999,7.83038801281e-09,5.66155731527e-09
2019-12-07 13:29:58.849999,7.45787574453e-09,5.73060169943e-09
2019-12-07 13:44:58.849999,7.38758876755e-09,6.20050611455e-09
2019-12-07 13:59:58.849999,7.33016831277e-09,6.06992188957e-09
2019-12-07 14:14:58.849999,6.96276807071e-09,5.63040576839e-09
2019-12-07 14:29:58.849999,7.09853813745e-09,5.98188824827e-09
2019-12-07 14:44:58.849999,7.39240370069e-09,5.94034120761e-09
2019-12-07 14:59:58.849999,8.1590835536e-09,6.30262753408e-09
2019-12-07 15:14:58.849999,7.84150358121e-09,5.99567642461e-09
2019-12-07 15:29:58.849999,6.06733278246e-09,5.14376002684e-09
2019-12-07 15:44:58.849999,6.12055409841e-09,5.15965431944e-09
2019-12-07 15:59:58.849999,5.99068318527e-09,5.07905096796e-09
2019-12-07 16:14:58.849999,5.74563444311e-09,4.9352976657e-09
2019-12-07 16:29:58.849999,5.79728144818e-09,5.03911895222e-09
2019-12-07 16:44:58.849999,6.1136186252e-09,5.30272062744e-09
2019-12-07 16:59:58.849999,5.69262475923e-09,4.89943946759e-09
2019-12-07 17:14:58.849999,4.93629194743e-09,4.08650290551e-09
2019-12-07 17:29:58.849999,4.93244946336e-09,4.14279038098e-09
2019-12-07 17:44:58.849999,4.84073513447e-09,4.06591289675e-09
2019-12-07 17:59:58.849999,4.67056541359e-09,3.92602570756e-09
2019-12-07 18:14:58.849999,4.49166947848e-09,3.75723386155e-09
2019-12-07 18:29:58.849999,4.22306035129e-09,3.50219790688e-09
2019-12-07 18:44:58.849999,4.07032449299e-09,3.32857674927e-09
2019-12-07 18:59:58.849999,4.16988945939e-09,3.57837574451e-09
2019-12-07 19:14:58.849999,3.79600131782e-09,3.16669657957e-09
2019-12-07 19:29:58.849999,3.80399281497e-09,3.24611569222e-09
2019-12-07 19:44:58.849999,3.88321341547e-09,3.36076469448e-09
2019-12-07 19:59:58.849999,3.14841746231e-09,2.55922783049e-09
2019-12-07 20:14:58.849999,2.97625137914e-09,2.38597972818e-09
2019-12-07 20:29:58.849999,3.0159923865e-09,2.39038573808e-09
2019-12-07 20:44:58.849999,3.40992936239e-09,2.91385719791e-09
2019-12-07 20:59:58.849999,3.76414073899e-09,3.350962438e-09
2019-12-07 21:14:58.849999,2.88803587841e-09,2.38038682233e-09
2019-12-07 21:29:58.849999,2.77575017635e-09,2.2516964038e-09
2019-12-07 21:44:58.849999,2.78957526672e-09,2.26815620649e-09
2019-12-07 21:59:58.849999,2.73767719876e-09,2.21380179869e-09
2019-12-07 22:14:58.849999,2.58800792489e-09,2.11429609468e-09
2019-12-07 22:29:58.849999,2.40161970185e-09,1.9560429148e-09
2019-12-07 22:44:58.849999,2.20203514053e-09,1.80053962727e-09
2019-12-07 22:59:58.849999,1.94714528959e-09,1.54074270613e-09
2019-12-07 23:14:58.849999,1.80084572141e-09,1.40690479918e-09
2019-12-07 23:29:58.849999,1.66106112933e-09,1.30348687054e-09
2019-12-07 23:44:58.849999,1.8324170346e-09,1.52671366869e-09
2019-12-07 23:59:58.849999,3.03040240057e-09,2.83553145689e-09
2019-12-08 00:14:57.230000,1.81416081371e-09,1.52068448453e-09
2019-12-08 00:29:57.230000,2.55655307864e-09,2.36487830082e-09
2019-12-08 00:44:57.230000,2.74813034257e-09,2.51949214434e-09
2019-12-08 00:59:57.230000,1.93278266157e-09,1.65117542335e-09
2019-12-08 01:14:57.230000,1.50557070567e-09,1.23825899541e-09
2019-12-08 01:29:57.230000,1.4822750281e-09,1.24833107493e-09
2019-12-08 01:44:57.230000,1.38189737727e-09,1.13543992865e-09
2019-12-08 01:59:57.230000,1.46007246644e-09,1.19914242785e-09
2019-12-08 02:14:57.230000,1.57019577393e-09,1.28635598766e-09
2019-12-08 02:29:57.230000,1.61556767397e-09,1.32054974523e-09
2019-12-08 02:44:57.230000,1.77203406208e-09,1.42930650443e-09
2019-12-08 02:59:57.230000,2.03375196521e-09,1.73974720219e-09
2019-12-08 03:14:57.230000,2.16106414956e-09,1.79240212276e-09
2019-12-08 03:29:57.230000,2.18589149606e-09,1.72541000257e-09
2019-12-08 03:44:57.230000,2.22189051418e-09,1.68043710431e-09
2019-12-08 03:59:57.230000,2.38932670264e-09,1.85980989846e-09
2019-12-08 04:14:57.230000,3.00039776334e-09,2.56939833061e-09
2019-12-08 04:29:57.230000,3.45028048028e-09,2.95147298817e-09
2019-12-08 04:44:57.230000,4.6713319658e-09,3.99769660725e-09
2019-12-08 04:59:57.230000,4.13564722519e-09,3.42252925802e-09
2019-12-08 05:14:57.230000,3.86310469238e-09,3.21363681485e-09
2019-12-08 05:29:57.230000,4.55074591477e-09,3.6701834545e-09
2019-12-08 05:44:57.230000,4.72982546687e-09,3.71063620178e-09
2019-12-08 05:59:57.230000,4.53948387687e-09,3.40821903837e-09
2019-12-08 06:14:57.230000,5.20204405491e-09,4.13844497332e-09
2019-12-08 06:29:57.230000,5.79582807518e-09,4.87489347105e-09
2019-12-08 06:44:57.230000,5.78224054443e-09,4.8279374413e-09
2019-12-08 06:59:57.230000,6.10362765644e-09,5.10625505455e-09
2019-12-08 07:14:57.230000,5.59942211216e-09,4.25442981635e-09
2019-12-08 07:29:57.230000,6.25758191437e-09,4.89864121708e-09
2019-12-08 07:44:57.230000,6.3786864448e-09,5.22432500984e-09
2019-12-08 07:59:57.230000,5.64427530387e-09,4.49039185936e-09
2019-12-08 08:14:57.230000,5.88312327092e-09,4.72257133426e-09
2019-12-08 08:29:57.230000,6.34952310792e-09,5.38058104943e-09
2019-12-08 08:44:57.230000,5.92828722354e-09,4.99392642796e-09
2019-12-08 08:59:57.230000,5.96595184447e-09,5.01857595046e-09
2019-12-08 09:14:57.230000,5.90957953457e-09,5.00214842372e-09
2019-12-08 09:29:57.230000,5.78625970083e-09,4.85596020462e-09
