,0.1-1.0,1.0-9.0,4.0-9.0
2019-11-01 06:29:59.019538,7.78102568851e-08,1.10873930503e-06,5.50252730854e-07
2019-11-01 06:44:59.019538,7.77809779388e-08,1.04674978608e-06,4.83267297011e-07
2019-11-01 06:59:59.019538,7.8594113915e-08,1.16880965332e-06,5.48854896015e-07
2019-11-01 07:14:59.019538,7.65170615927e-08,1.52997215725e-06,6.44035322568e-07
2019-11-01 07:29:59.019538,7.56502011718e-08,1.11058371548e-06,5.10208169855e-07
2019-11-01 07:44:59.019538,7.63870580095e-08,1.09231709666e-06,5.01160218389e-07
2019-11-01 07:59:59.019538,7.80647351835e-08,1.0685354128e-06,5.66113928705e-07
2019-11-01 08:14:59.019538,8.09584092657e-08,1.31072137349e-06,6.28021247855e-07
2019-11-01 08:29:59.019538,7.94566788202e-08,1.27573641688e-06,6.75618620865e-07
2019-11-01 08:44:59.019538,7.62284203103e-08,1.16062121249e-06,6.05654856549e-07
2019-11-01 08:59:59.019538,7.83052818516e-08,1.30628028162e-06,6.56928832128e-07
2019-11-01 09:14:59.019538,7.77071975024e-08,1.4116563302e-06,6.14421921846e-07
2019-11-01 09:29:59.019538,7.67296888389e-08,1.56762158267e-06,7.30347123605e-07
2019-11-01 09:44:59.019538,7.68928609686e-08,1.22226893993e-06,5.81229838813e-07
2019-11-01 09:59:59.019538,7.70150215123e-08,1.2403176876e-06,5.9446380837e-07
2019-11-01 10:14:59.019538,7.56711304499e-08,1.30159912863e-06,6.23848029321e-07
2019-11-01 10:29:59.019538,7.30888463875e-08,1.36892488107e-06,5.91019032615e-07
2019-11-01 10:44:59.019538,7.35058767248e-08,1.19885289588e-06,5.80518428911e-07
2019-11-01 10:59:59.019538,7.35607650056e-08,9.32663063612e-07,5.44826037381e-07
2019-11-01 11:14:59.019538,7.3837637217e-08,9.41406904403e-07,5.58002073734e-07
2019-11-01 11:29:59.019538,7.27810604336e-08,6.94936630877e-07,4.03257415521e-07
2019-11-01 11:44:59.019538,7.20892172459e-08,9.98519591323e-07,4.22450593292e-07
2019-11-01 11:59:59.019538,7.27764235447e-08,1.18277326516e-06,5.11490190085e-07
2019-11-01 12:14:59.019538,7.40570255621e-08,1.81064701749e-06,7.08892923951e-07
2019-11-01 12:29:59.019538,7.74775499802e-08,1.63045409781e-06,6.3432016525e-07
2019-11-01 12:44:59.019538,7.44775585812e-08,6.20221861818e-07,4.07274190292e-07
2019-11-01 12:59:59.019538,7.1121674448e-08,6.15525904323e-07,3.69755905761e-07
2019-11-01 13:14:59.019538,7.05423450985e-08,1.02433050975e-06,4.78932210829e-07
2019-11-01 13:29:59.019538,7.25743320446e-08,1.15596106443e-06,5.13513402075e-07
2019-11-01 13:44:59.019538,7.38932259286e-08,8.60747514796e-07,4.30059120761e-07
2019-11-01 13:59:59.019538,7.0044523345e-08,6.26175607537e-07,3.97724470299e-07
2019-11-01 14:14:59.019538,7.19370670935e-08,5.65077801202e-07,2.94097433824e-07
2019-11-01 14:29:59.019538,7.25931469348e-08,5.2493378761e-07,2.18908959348e-07
2019-11-01 14:44:59.019538,7.10185673737e-08,3.81239639063e-07,1.09731264467e-07
2019-11-01 14:59:59.019538,7.32741884683e-08,3.8235859614e-07,1.31757449338e-07
2019-11-01 15:14:59.019538,7.29860299664e-08,3.05082519383e-07,1.53088485822e-07
2019-11-01 15:29:59.019538,7.98913915895e-08,5.29724319978e-07,2.14613506127e-07
2019-11-01 15:44:59.019538,7.35029317424e-08,5.43731946066e-07,2.01165273859e-07
2019-11-01 15:59:59.019538,7.2619522335e-08,3.71034458277e-07,1.30071861893e-07
2019-11-01 16:14:59.019538,7.25567485948e-08,3.16438048511e-07,8.345207862e-08
2019-11-01 16:29:59.019538,7.28686300047e-08,3.90897220059e-07,1.37903621348e-07
2019-11-01 16:44:59.019538,6.94024010784e-08,3.07302266437e-07,1.04278613363e-07
2019-11-01 16:59:59.019538,7.15226771386e-08,1.98195464283e-07,4.43992227206e-08
2019-11-01 17:14:59.019538,7.22118455157e-08,3.04164886926e-07,9.04699081452e-08
2019-11-01 17:29:59.019538,7.03466131629e-08,3.35441860969e-07,1.17789459193e-07
2019-11-01 17:44:59.019538,7.05869369159e-08,2.45711071834e-07,5.79640594227e-08
2019-11-01 17:59:59.019538,6.99781480654e-08,2.79506518538e-07,6.08548115341e-08
2019-11-01 18:14:59.019538,7.02221617497e-08,3.15495184889e-07,5.88442223326e-08
2019-11-01 18:29:59.019538,6.98192204499e-08,3.23154931378e-07,8.97233218671e-08
2019-11-01 18:44:59.019538,7.07397974354e-08,3.66955869783e-07,1.15755313969e-07
2019-11-01 18:59:59.019538,6.93270097698e-08,3.14856183633e-07,7.77478362577e-08
2019-11-01 19:14:59.019538,6.9331907605e-08,2.52806595121e-07,7.11257446362e-08
2019-11-01 19:29:59.019538,6.95192654744e-08,2.23524988219e-07,4.90089582853e-08
2019-11-01 19:44:59.019538,6.86834949603e-08,2.37756915043e-07,4.9088839199e-08
2019-11-01 19:59:59.019538,6.71944418964e-08,2.59705824393e-07,5.18683238038e-08
2019-11-01 20:14:59.019538,6.88013410065e-08,3.04032648195e-07,5.08711235992e-08
2019-11-01 20:29:59.019538,6.8371237502e-08,2.86108717797e-07,4.07524013816e-08
2019-11-01 20:44:59.019538,6.76339905795e-08,3.09901380559e-07,4.22520695933e-08
2019-11-01 20:59:59.019538,6.82676731796e-08,3.5677723819e-07,7.26023384181e-08
2019-11-01 21:14:59.019538,6.84667908458e-08,4.9084610434e-07,1.39103232803e-07
2019-11-01 21:29:59.019538,6.89960949837e-08,5.3473757038e-07,1.12799795726e-07
2019-11-01 21:44:59.019538,6.88716962821e-08,4.3989410737e-07,1.03904369473e-07
2019-11-01 21:59:59.019538,7.09188921171e-08,3.89471358845e-07,9.22844511433e-08
2019-11-01 22:14:59.019538,7.03400561014e-08,4.66000900103e-07,1.21235257643e-07
2019-11-01 22:29:59.019538,7.16411815202e-08,7.42847905567e-07,3.02201073437e-07
2019-11-01 22:44:59.019538,7.38995959326e-08,7.6704984606e-07,4.17292343823e-07
2019-11-01 22:59:59.019538,7.054539859e-08,4.21102344933e-07,2.57839083404e-07
2019-11-01 23:14:59.019538,7.09632823397e-08,7.01214294914e-07,3.22809022871e-07
2019-11-01 23:29:59.019538,7.04309257904e-08,1.13353782906e-06,4.27925075991e-07
2019-11-01 23:44:59.019538,7.07865139845e-08,8.34266904116e-07,3.03636836081e-07
2019-11-01 23:59:59.019538,7.24422726381e-08,5.20038715067e-07,2.58895264063e-07
2019-11-02 00:14:59.019538,7.28820006683e-08,6.25481299277e-07,3.77148291709e-07
2019-11-02 00:29:59.019538,7.1599294344e-08,7.93222213012e-07,4.27535696625e-07
2019-11-02 00:44:59.019538,7.0180404977e-08,8.24817255796e-07,5.03782269986e-07
2019-11-02 00:59:59.019538,7.21637168576e-08,8.56810815414e-07,3.95528868626e-07
2019-11-02 01:14:59.019538,7.16655758383e-08,1.12750235416e-06,4.18471028775e-07
2019-11-02 01:29:59.019538,7.20657457668e-08,1.04744727692e-06,5.04821420217e-07
2019-11-02 01:44:59.019538,7.39605336564e-08,1.17481156787e-06,5.32981859584e-07
2019-11-02 01:59:59.019538,7.46109434538e-08,8.41970914864e-07,3.95000042991e-07
2019-11-02 02:14:59.019538,7.78840357145e-08,8.42257633179e-07,4.24728426963e-07
2019-11-02 02:29:59.019538,7.94856108605e-08,7.8815295374e-07,4.11507797263e-07
2019-11-02 02:44:59.019538,7.65267532004e-08,8.83525672158e-07,4.05119079653e-07
2019-11-02 02:59:59.019538,7.53116955592e-08,8.8678016988e-07,4.09735120671e-07
2019-11-02 03:14:59.019538,7.47370897173e-08,9.34141587714e-07,4.21626743931e-07
2019-11-02 03:29:59.019538,7.39129012808e-08,1.2589170313e-06,5.12470952618e-07
2019-11-02 03:44:59.019538,7.37018180948e-08,9.87415050261e-07,5.48343453955e-07
2019-11-02 03:59:59.019538,7.27852057128e-08,8.52979010882e-07,4.83859995372e-07
2019-11-02 04:14:59.019538,7.41967761675e-08,1.07532158497e-06,5.0090257967e-07
2019-11-02 04:29:59.019538,7.36913229829e-08,1.26137186283e-06,5.32377340821e-07
2019-11-02 04:44:59.019538,7.4593201683e-08,1.02173397084e-06,5.74039579201e-07
2019-11-02 04:59:59.019538,7.30863213871e-08,1.11033373405e-06,5.6077791535e-07
2019-11-02 05:14:59.019538,7.35913916428e-08,1.3586121847e-06,6.10579264157e-07
2019-11-02 05:29:59.019538,7.39566122557e-08,9.96293222213e-07,5.52862088612e-07
2019-11-02 05:44:59.019538,7.52154480536e-08,1.38671808205e-06,6.53687908625e-07
2019-11-02 05:59:59.019538,7.40375436051e-08,1.21473557368e-06,6.74675646157e-07
2019-11-02 06:14:59.019538,7.40656861706e-08,9.47875336864e-07,4.90112865995e-07
2019-11-02 06:29:59.019538,7.34719059964e-08,1.23609546281e-06,5.18088657561e-07
2019-11-02 06:44:59.019538,7.4413327327e-08,1.25589556792e-06,5.67102957062e-07
2019-11-02 06:59:59.019538,7.07322240359e-08,9.35969282773e-07,4.66167773572e-07
2019-11-02 07:14:59.019538,9.55722117857e-08,1.13651886385e-06,5.12490272127e-07
2019-11-02 07:29:59.019538,9.83421151171e-08,1.22144302767e-06,5.62897084424e-07
2019-11-02 07:44:59.019538,6.93551166455e-08,1.10379169243e-06,5.15131349309e-07
2019-11-02 07:59:59.019538,6.82851408776e-08,9.69312323539e-07,5.12927095193e-07
2019-11-02 08:14:59.019538,6.6258321647e-08,9.96260553139e-07,5.36766468045e-07
2019-11-02 08:29:59.019538,7.04178561407e-08,1.15248174374e-06,6.83140947944e-07
2019-11-02 08:44:59.019538,7.2526631169e-08,1.31412574419e-06,7.43543671226e-07
2019-11-02 08:59:59.019538,7.06344899886e-08,1.24651721957e-06,6.76834599124e-07
2019-11-02 09:14:59.019538,7.24952785589e-08,9.19050473609e-07,4.59902025073e-07
2019-11-02 09:29:59.019538,7.06651176927e-08,1.12416188699e-06,6.11731339589e-07
2019-11-02 09:44:59.019538,7.07177295251e-08,1.0578188922e-06,6.19529064668e-07
2019-11-02 09:59:59.019538,7.22211953536e-08,9.35175928059e-07,5.67130608237e-07
2019-11-02 10:14:59.019538,7.13526210283e-08,1.33210175775e-06,7.0308650524e-07
2019-11-02 10:29:59.019538,7.250940825e-08,1.25775329612e-06,6.30143664459e-07
2019-11-02 10:44:59.019538,7.20557679357e-08,1.02693837926e-06,4.62578394638e-07
2019-11-02 10:59:59.019538,7.1769612314e-08,1.01465618852e-06,4.32201818589e-07
2019-11-02 11:14:59.019538,7.22318672976e-08,1.20044158999e-06,5.31269657991e-07
2019-11-02 11:29:59.019538,7.15738884336e-08,1.1110163761e-06,5.27238114937e-07
2019-11-02 11:44:59.019538,7.05830820114e-08,1.40357958538e-06,7.27603516203e-07
2019-11-02 11:59:59.019538,7.07112577425e-08,1.46463233475e-06,6.8948228816e-07
2019-11-02 12:14:59.019538,7.21528061501e-08,9.29674948232e-07,3.56967714671e-07
2019-11-02 12:29:59.019538,7.1806952833e-08,6.52701759258e-07,3.39907269505e-07
2019-11-02 12:44:59.019538,7.3581809997e-08,1.05400279924e-06,4.9003346117e-07
2019-11-02 12:59:59.019538,7.25749926983e-08,1.16091203937e-06,5.12410201621e-07
2019-11-02 13:14:59.019538,7.4458153232e-08,7.95425852989e-07,3.28417035332e-07
2019-11-02 13:29:59.019538,7.42770721349e-08,9.62467198396e-07,3.64571081929e-07
2019-11-02 13:44:59.019538,7.44261815526e-08,4.91703314015e-07,2.03071675108e-07
2019-11-02 13:59:59.019538,7.88769664282e-08,4.14115012208e-07,1.91654874659e-07
2019-11-02 14:14:59.019538,8.17087525401e-08,4.69152338013e-07,2.40781107944e-07
2019-11-02 14:29:59.019538,9.09163468725e-08,4.99548853478e-07,2.21983718585e-07
2019-11-02 14:44:59.019538,8.19501919654e-08,3.98078845194e-07,1.51364111048e-07
2019-11-02 14:59:59.019538,7.27166197554e-08,4.20844390079e-07,1.55632454382e-07
2019-11-02 15:14:59.019538,7.41146903709e-08,3.34419947861e-07,1.28569811304e-07
2019-11-02 15:29:59.019538,7.57324082166e-08,2.86731367081e-07,9.32956710305e-08
2019-11-02 15:44:59.019538,7.39781739111e-08,2.51255639043e-07,6.95500940403e-08
2019-11-02 15:59:59.019538,7.2000227564e-08,2.13809300818e-07,6.34628958016e-08
2019-11-02 16:14:59.019538,7.27981364301e-08,2.66001177893e-07,5.85700862262e-08
2019-11-02 16:29:59.019538,7.34096007308e-08,2.483770189e-07,5.25194439287e-08
2019-11-02 16:44:59.019538,7.43730286669e-08,2.38105602633e-07,4.58691754684e-08
2019-11-02 16:59:59.019538,7.29719485167e-08,2.43664323178e-07,4.17943978857e-08
2019-11-02 17:14:59.019538,7.36301545782e-08,2.5969275422e-07,4.53311884552e-08
2019-11-02 17:29:59.019538,7.45342623585e-08,2.47620500691e-07,5.06444914997e-08
2019-11-02 17:44:59.019538,7.69865898291e-08,2.35809615059e-07,3.93416858204e-08
2019-11-02 17:59:59.019538,7.85589463812e-08,2.59301467634e-07,4.81432515947e-08
2019-11-02 18:14:59.019538,1.05372755738e-07,3.58875665727e-07,9.06490497763e-08
2019-11-02 18:29:59.019538,9.73415334415e-08,3.75789320576e-07,9.38409931866e-08
2019-11-02 18:44:59.019538,7.408332838e-08,2.94737250636e-07,6.98137479804e-08
2019-11-02 18:59:59.019538,7.24597760569e-08,1.92157620059e-07,3.25044924899e-08
2019-11-02 19:14:59.019538,6.93693206469e-08,2.15621129603e-07,3.66878159697e-08
2019-11-02 19:29:59.019538,7.00683364218e-08,2.0038978023e-07,3.246111471e-08
2019-11-02 19:44:59.019538,7.05269534742e-08,2.00805768637e-07,2.88430102493e-08
2019-11-02 19:59:59.019538,7.01211770388e-08,2.10663016403e-07,2.86033103332e-08
2019-11-02 20:14:59.019538,6.857016369e-08,2.75363033817e-07,3.60332076164e-08
2019-11-02 20:29:59.019538,7.24029865566e-08,3.31162811357e-07,4.59933191441e-08
2019-11-02 20:44:59.019538,7.39003577014e-08,3.12876840345e-07,3.88100734598e-08
2019-11-02 20:59:59.019538,7.44138347103e-08,2.67661123817e-07,5.90444142269e-08
2019-11-02 21:14:59.019538,7.19342217752e-08,2.51703823633e-07,5.83139896545e-08
2019-11-02 21:29:59.019538,7.16219430027e-08,2.9730104296e-07,5.1542480989e-08
2019-11-02 21:44:59.019538,7.43007815337e-08,3.49755973354e-07,5.59977900185e-08
2019-11-02 21:59:59.019538,7.45441767797e-08,5.95126571667e-07,1.40503170011e-07
2019-11-02 22:14:59.019538,7.29666285444e-08,7.33307832548e-07,1.81291021636e-07
2019-11-02 22:29:59.019538,7.16710698353e-08,5.53089470144e-07,1.32300069651e-07
2019-11-02 22:44:59.019538,7.40067322528e-08,6.34976580651e-07,1.81196998301e-07
2019-11-02 22:59:59.019538,7.34707703954e-08,4.84907751179e-07,1.49326761938e-07
2019-11-02 23:14:59.019538,7.39542055081e-08,5.93137009759e-07,2.01324911039e-07
2019-11-02 23:29:59.019538,7.18744416464e-08,4.13187224521e-07,2.41403148281e-07
2019-11-02 23:44:59.019538,7.15028924927e-08,4.43609766228e-07,2.85673150954e-07
2019-11-02 23:59:59.019538,7.05093008504e-08,4.77325501534e-07,2.32884374959e-07
2019-11-03 00:14:59.019539,7.03904898417e-08,6.24760567051e-07,2.58702153714e-07
2019-11-03 00:29:59.019539,7.19848006907e-08,5.89789611574e-07,3.24194480282e-07
2019-11-03 00:44:59.019539,7.29542584661e-08,6.05860269271e-07,3.29835636922e-07
2019-11-03 00:59:59.019539,7.60633558225e-08,7.19185131019e-07,3.73333797858e-07
2019-11-03 01:14:59.019539,7.52064012035e-08,7.14457578035e-07,3.61651754405e-07
2019-11-03 01:29:59.019539,7.82279177041e-08,6.8718593563e-07,2.76592062361e-07
2019-11-03 01:44:59.019539,7.84786314288e-08,6.66860819014e-07,2.80948937972e-07
2019-11-03 01:59:59.019539,7.7858997157e-08,7.54928342128e-07,3.20625273932e-07
2019-11-03 02:14:59.019539,7.74086280183e-08,1.02731486489e-06,4.262586985e-07
2019-11-03 02:29:59.019539,7.47955077089e-08,8.57315376766e-07,3.86106058481e-07
2019-11-03 02:44:59.019539,7.21993913876e-08,6.68058325147e-07,3.14449441797e-07
2019-11-03 02:59:59.019539,7.35108469313e-08,7.5205685968e-07,3.37034037332e-07
2019-11-03 03:14:59.019539,7.47348856752e-08,6.50603442458e-07,3.28628839777e-07
2019-11-03 03:29:59.019539,7.26038857781e-08,7.02627532276e-07,3.29082905605e-07
2019-11-03 03:44:59.019539,7.88115717543e-08,8.96566650204e-07,4.41022184164e-07
2019-11-03 03:59:59.019539,7.55089936094e-08,8.3314102811e-07,3.8116126245e-07
2019-11-03 04:14:59.019539,7.37055878647e-08,8.36858847868e-07,4.01188235288e-07
2019-11-03 04:29:59.019539,7.48515654204e-08,9.49414189315e-07,5.00624768977e-07
2019-11-03 04:44:59.019539,7.22236076897e-08,7.51806015408e-07,4.48617359685e-07
2019-11-03 04:59:59.019539,7.25119905109e-08,6.76795282463e-07,3.4023496485e-07
2019-11-03 05:14:59.019539,7.2162350593e-08,3.88546344533e-07,2.23549582082e-07
2019-11-03 05:29:59.019539,7.18176490247e-08,3.75267986063e-07,2.18231348091e-07
2019-11-03 05:44:59.019539,7.50673017518e-08,6.25637113735e-07,3.91761718497e-07
2019-11-03 05:59:59.019539,7.63576192929e-08,7.00486032813e-07,4.29060791893e-07
2019-11-03 06:14:59.019539,7.44493814668e-08,9.7465689656e-07,4.84373345108e-07
2019-11-03 06:29:59.019539,7.09460250813e-08,9.196168508e-07,5.14039855826e-07
2019-11-03 06:44:59.019539,7.37127941754e-08,6.27970603898e-07,3.72625309388e-07
2019-11-03 06:59:59.019539,7.51470915713e-08,8.32822281576e-07,3.75117897964e-07
2019-11-03 07:14:59.019539,7.43746352243e-08,1.02676129107e-06,3.90487745485e-07
2019-11-03 07:29:59.019539,7.80450159122e-08,7.95973617914e-07,3.87645828614e-07
2019-11-03 07:44:59.019539,7.682550041e-08,9.00731700727e-07,5.44264211079e-07
2019-11-03 07:59:59.019539,7.84167008278e-08,9.708894272e-07,5.53128161388e-07
2019-11-03 08:14:59.019539,7.60872799828e-08,9.16420110863e-07,5.27946823816e-07
2019-11-03 08:29:59.019539,7.69266064578e-08,1.07647410327e-06,7.0099680106e-07
2019-11-03 08:44:59.019539,7.99897833188e-08,1.03855387562e-06,6.32632824359e-07
2019-11-03 08:59:59.019539,7.88107956565e-08,8.97105229357e-07,5.51935367241e-07
2019-11-03 09:14:59.019539,7.71840931135e-08,9.60320097498e-07,5.28932062984e-07
2019-11-03 09:29:59.019539,1.00920537712e-07,1.00432834499e-06,6.63691170726e-07
2019-11-03 09:44:59.019539,1.01054437774e-07,1.19047237355e-06,7.0945622223e-07
2019-11-03 09:59:59.019539,8.07497463507e-08,1.13412813275e-06,6.5305442819e-07
2019-11-03 10:14:59.019539,7.94445566696e-08,9.24121379272e-07,5.65680561107e-07
2019-11-03 10:29:59.019539,7.98377570492e-08,1.28603854195e-06,6.55433340584e-07
2019-11-03 10:44:59.019539,7.64912603045e-08,1.08276119102e-06,5.91024019063e-07
2019-11-03 10:59:59.019539,7.32485831452e-08,7.56692909013e-07,4.57101346e-07
2019-11-03 11:14:59.019539,7.35507196318e-08,5.5149501988e-07,2.57623733381e-07
2019-11-03 11:29:59.019539,7.32374458545e-08,4.98984975398e-07,2.35673418165e-07
2019-11-03 11:44:59.019539,7.42538785308e-08,5.26830363107e-07,3.04336477685e-07
2019-11-03 11:59:59.019539,7.51275970756e-08,7.62475223817e-07,3.85920259669e-07
2019-11-03 12:14:59.019539,7.62730629056e-08,8.18492832526e-07,4.14556988148e-07
2019-11-03 12:29:59.019539,7.49130378672e-08,5.60987174816e-07,2.78644256588e-07
2019-11-03 12:44:59.019539,7.39713070478e-08,6.88755935067e-07,4.73049952411e-07
2019-11-03 12:59:59.019539,7.26970874359e-08,9.165802671e-07,5.84660557668e-07
2019-11-03 13:14:59.019539,8.96385685978e-08,8.48790449581e-07,5.34285934879e-07
2019-11-03 13:29:59.019539,1.33125966329e-07,8.25301041924e-07,3.65972720313e-07
2019-11-03 13:44:59.019539,8.21659358506e-08,5.18398601462e-07,2.22044888044e-07
2019-11-03 13:59:59.019539,7.92598849192e-08,4.63887007077e-07,2.05673995094e-07
2019-11-03 14:14:59.019539,7.79402696305e-08,4.0851136234e-07,2.12325195446e-07
2019-11-03 14:29:59.019539,7.80103638793e-08,4.82725412293e-07,1.6309173446e-07
2019-11-03 14:44:59.019539,7.8042153204e-08,4.99992050695e-07,1.75928170809e-07
2019-11-03 14:59:59.019539,7.67425122567e-08,4.06595391315e-07,1.03084775604e-07
2019-11-03 15:14:59.019539,7.42542048461e-08,3.51858629151e-07,8.26662786046e-08
2019-11-03 15:29:59.019539,7.65602829896e-08,3.63851087728e-07,1.34812027654e-07
2019-11-03 15:44:59.019539,7.54235809809e-08,3.77949073621e-07,1.04370134161e-07
2019-11-03 15:59:59.019539,7.7103627873e-08,3.40884992601e-07,1.12914902069e-07
2019-11-03 16:14:59.019539,7.86617042179e-08,3.36125664724e-07,8.53052285393e-08
2019-11-03 16:29:59.019539,7.83224031657e-08,3.45221136265e-07,1.07794028504e-07
2019-11-03 16:44:59.019539,7.67036881415e-08,3.81693493671e-07,5.87580176369e-08
2019-11-03 16:59:59.019539,7.95573814544e-08,3.5211939378e-07,5.09121355529e-08
2019-11-03 17:14:59.019539,7.90812862147e-08,3.30530514489e-07,1.12845786714e-07
2019-11-03 17:29:59.019539,7.49216433498e-08,3.17886050281e-07,1.02838589769e-07
2019-11-03 17:44:59.019539,7.53117218827e-08,2.93440151352e-07,4.7054001212e-08
2019-11-03 17:59:59.019539,7.67933275893e-08,2.21738828518e-07,4.01298796915e-08
2019-11-03 18:14:59.019539,7.78295959192e-08,2.16857755929e-07,4.16890256316e-08
2019-11-03 18:29:59.019539,8.03978563156e-08,2.67045135316e-07,4.66211286666e-08
2019-11-03 18:44:59.019539,7.84722675218e-08,2.32865880066e-07,4.25278550344e-08
2019-11-03 18:59:59.019539,7.71323262838e-08,2.30532843476e-07,4.33679668439e-08
2019-11-03 19:14:59.019539,7.85949325812e-08,2.66670163903e-07,3.99614376396e-08
2019-11-03 19:29:59.019539,7.58989954487e-08,2.79308191372e-07,4.80209318058e-08
2019-11-03 19:44:59.019539,7.59543068819e-08,2.55259519997e-07,4.30076076548e-08
2019-11-03 19:59:59.019539,7.89625019747e-08,2.79900073574e-07,4.12530121811e-08
2019-11-03 20:14:59.019539,7.9609691124e-08,3.8332749863e-07,8.5401712489e-08
2019-11-03 20:29:59.019539,7.78137480508e-08,3.80575336267e-07,7.75614755731e-08
2019-11-03 20:44:59.019539,8.0997391301e-08,3.67390482789e-07,5.39893445357e-08
2019-11-03 20:59:59.019539,7.89409910511e-08,4.59553579806e-07,7.85718808416e-08
2019-11-03 21:14:59.019539,7.68484052377e-08,4.23383271226e-07,6.53270585942e-08
2019-11-03 21:29:59.019539,8.30776660828e-08,4.07971091849e-07,6.40563832228e-08
2019-11-03 21:44:59.019539,8.34180243343e-08,4.5240870217e-07,8.19249274501e-08
2019-11-03 21:59:59.019539,7.98256556152e-08,5.88511189422e-07,1.67746338343e-07
2019-11-03 22:14:59.019539,7.70325845465e-08,5.48717628947e-07,1.37030647184e-07
2019-11-03 22:29:59.019539,7.76368812133e-08,3.82203836108e-07,7.55780576619e-08
2019-11-03 22:44:59.019539,7.95478029882e-08,4.5076858065e-07,2.03566211517e-07
2019-11-03 22:59:59.019539,8.40611994223e-08,5.70789070336e-07,2.76974283736e-07
2019-11-03 23:14:59.019539,8.01179132977e-08,6.35389557196e-07,2.36419872199e-07
2019-11-03 23:29:59.019539,7.86228668969e-08,8.04090728498e-07,2.75851248023e-07
2019-11-03 23:44:59.019539,8.09870576521e-08,7.0156118828e-07,2.63469775274e-07
2019-11-03 23:59:59.019539,8.60966025345e-08,1.14624902485e-06,4.51188325151e-07
2019-11-04 00:14:59.019539,8.35839151742e-08,1.1330208628e-06,4.97064191205e-07
2019-11-04 00:29:59.019539,8.08186059487e-08,9.85120376073e-07,4.79047063947e-07
2019-11-04 00:44:59.019539,7.84607698404e-08,1.2207889901e-06,5.15949501813e-07
2019-11-04 00:59:59.019539,8.25405168901e-08,1.46674531248e-06,5.8279511208e-07
2019-11-04 01:14:59.019539,8.46513166896e-08,1.15270704357e-06,5.36635473512e-07
2019-11-04 01:29:59.019539,8.15718684313e-08,1.24442874996e-06,6.00128288983e-07
2019-11-04 01:44:59.019539,8.5010477941e-08,1.28812488217e-06,5.91468082472e-07
2019-11-04 01:59:59.019539,8.48032104129e-08,1.07989317503e-06,5.63274881352e-07
2019-11-04 02:14:59.019539,8.41598364758e-08,9.25832312775e-07,5.24486379554e-07
2019-11-04 02:29:59.019539,8.36668989669e-08,1.39963121389e-06,5.87411975652e-07
2019-11-04 02:44:59.019539,8.26782415951e-08,1.5082411791e-06,5.81236686528e-07
2019-11-04 02:59:59.019539,8.7353974836e-08,1.38991509511e-06,6.1012212177e-07
