,4.0-14.0
2019-12-05 02:15:00,4.2449450184e-09
2019-12-05 02:30:00,4.32870925817e-09
2019-12-05 02:45:00,4.648249032e-09
2019-12-05 03:00:00,4.78209817636e-09
2019-12-05 03:15:00,4.87049031632e-09
2019-12-05 03:30:00,4.37911651125e-09
2019-12-05 03:45:00,5.19073052952e-09
2019-12-05 04:00:00,5.91729499618e-09
2019-12-05 04:15:00,5.58744718959e-09
2019-12-05 04:30:00,6.02954726095e-09
2019-12-05 04:45:00,8.61536604158e-09
2019-12-05 05:00:00,8.84498269575e-09
2019-12-05 05:15:00,8.61379715657e-09
2019-12-05 05:30:00,9.7644692516e-09
2019-12-05 05:45:00,1.12320296514e-08
2019-12-05 06:00:00,1.30205733897e-08
2019-12-05 06:15:00,1.47687019231e-08
2019-12-05 06:30:00,1.52554686746e-08
2019-12-05 06:45:00,1.56463813556e-08
2019-12-05 07:00:00,1.48807140326e-08
2019-12-05 07:15:00,1.54218585725e-08
2019-12-05 07:30:00,1.55518200099e-08
2019-12-05 07:45:00,1.57107233641e-08
2019-12-05 08:00:00,1.58411350002e-08
2019-12-05 08:15:00,1.63992115857e-08
2019-12-05 08:30:00,1.62413332444e-08
2019-12-05 08:45:00,1.6687584631e-08
2019-12-05 09:00:00,1.66150588688e-08
2019-12-05 09:15:00,1.66728047315e-08
2019-12-05 09:30:00,1.65875278731e-08
2019-12-05 09:45:00,1.67758741273e-08
2019-12-05 10:00:00,1.62170397202e-08
2019-12-05 10:15:00,1.59943537269e-08
2019-12-05 10:30:00,1.66730379067e-08
2019-12-05 10:45:00,1.63859146242e-08
2019-12-05 11:00:00,1.59974787233e-08
2019-12-05 11:15:00,1.57085714911e-08
2019-12-05 11:30:00,1.56399164669e-08
2019-12-05 11:45:00,1.58075307402e-08
2019-12-05 12:00:00,1.53866439376e-08
2019-12-05 12:15:00,1.53520082036e-08
2019-12-05 12:30:00,1.62953091486e-08
2019-12-05 12:45:00,1.59361702775e-08
2019-12-05 13:00:00,1.5662534342e-08
2019-12-05 13:15:00,1.52060655215e-08
2019-12-05 13:30:00,1.47972782617e-08
2019-12-05 13:45:00,1.56555143116e-08
2019-12-05 14:00:00,1.59246453719e-08
2019-12-05 14:15:00,1.57815253852e-08
2019-12-05 14:30:00,1.66548277586e-08
2019-12-05 14:45:00,1.60305257275e-08
2019-12-05 15:00:00,1.61030473321e-08
2019-12-05 15:15:00,1.55237428074e-08
2019-12-05 15:30:00,1.56307040366e-08
2019-12-05 15:45:00,1.58465499923e-08
2019-12-05 16:00:00,1.49978983678e-08
2019-12-05 16:15:00,1.51538852807e-08
2019-12-05 16:30:00,1.51539057418e-08
2019-12-05 16:45:00,1.4894607522e-08
2019-12-05 17:00:00,1.51112625011e-08
2019-12-05 17:15:00,1.5288297177e-08
2019-12-05 17:30:00,1.48802720926e-08
2019-12-05 17:45:00,1.39786427411e-08
2019-12-05 18:00:00,1.4018611701e-08
2019-12-05 18:15:00,1.36305820582e-08
2019-12-05 18:30:00,1.40875664921e-08
2019-12-05 18:45:00,1.42671016001e-08
2019-12-05 19:00:00,1.40560636379e-08
2019-12-05 19:15:00,1.43962191524e-08
2019-12-05 19:30:00,1.41456484987e-08
2019-12-05 19:45:00,1.3758274696e-08
2019-12-05 20:00:00,1.32357804447e-08
2019-12-05 20:15:00,1.38635249804e-08
2019-12-05 20:30:00,1.41066322646e-08
2019-12-05 20:45:00,1.3417770278e-08
2019-12-05 21:00:00,1.21304144943e-08
2019-12-05 21:15:00,1.12983006472e-08
2019-12-05 21:30:00,1.19760792391e-08
2019-12-05 21:45:00,1.03872313171e-08
2019-12-05 22:00:00,8.71080684177e-09
2019-12-05 22:15:00,8.02799118665e-09
2019-12-05 22:30:00,8.29498938136e-09
2019-12-05 22:45:00,8.15403649146e-09
2019-12-05 23:00:00,6.96307711931e-09
2019-12-05 23:15:00,6.81344394455e-09
2019-12-05 23:30:00,6.14541178455e-09
2019-12-05 23:45:00,5.8157509986e-09
2019-12-06 00:00:00,5.23769930628e-09
2019-12-06 00:15:00,5.27338369348e-09
2019-12-06 00:30:00,5.16872577732e-09
2019-12-06 00:45:00,4.19414742375e-09
2019-12-06 01:00:00,4.25657299889e-09
2019-12-06 01:15:00,4.01627257898e-09
2019-12-06 01:30:00,3.66218157014e-09
2019-12-06 01:45:00,4.12861486577e-09
2019-12-06 02:00:00,4.3474432811e-09
