,0.1-1.0,1.0-9.0,4.0-9.0
2019-11-01 16:44:59.019539,1.03484407267e-07,1.37652277311e-08,1.71131764689e-09
2019-11-01 16:59:59.019539,1.00334533837e-07,1.30183044837e-08,1.23739055101e-09
2019-11-01 17:14:59.019539,9.95732134448e-08,1.27883696063e-08,1.62532093425e-09
2019-11-01 17:29:59.019539,9.86925889696e-08,1.22765654569e-08,1.78725809184e-09
2019-11-01 17:44:59.019539,1.01802193465e-07,1.25081537992e-08,1.62739962861e-09
2019-11-01 17:59:59.019539,1.07443933529e-07,1.31975318997e-08,2.36898724637e-09
2019-11-01 18:14:59.019539,1.1640681608e-07,1.41641831325e-08,3.16245803085e-09
2019-11-01 18:29:59.019539,1.15362514569e-07,1.5280983844e-08,2.83499466371e-09
2019-11-01 18:44:59.019539,1.08268305385e-07,1.5239523526e-08,2.74800634053e-09
2019-11-01 18:59:59.019539,1.07753840165e-07,2.40304603521e-08,1.44955238438e-08
2019-11-01 19:14:59.019539,1.13532291353e-07,2.5439470706e-08,1.64295372985e-08
2019-11-01 19:29:59.019539,1.19820041045e-07,1.51388535906e-08,1.44760383684e-09
2019-11-01 19:44:59.019539,1.18113531696e-07,1.64662961164e-08,4.52270564384e-09
2019-11-01 19:59:59.019539,1.11409769203e-07,1.78144558693e-08,6.57302747341e-09
2019-11-01 20:14:59.019539,1.08432479144e-07,1.54319353172e-08,2.8974862804e-09
2019-11-01 20:29:59.019539,1.15771170671e-07,1.75993734306e-08,7.81677057183e-09
2019-11-01 20:44:59.019539,1.16959256772e-07,1.55520912136e-08,3.32697562404e-09
2019-11-01 20:59:59.019539,1.13201660868e-07,1.82130677293e-08,7.3820992912e-09
2019-11-01 21:14:59.019539,1.16168832579e-07,1.99166896064e-08,9.38309746708e-09
2019-11-01 21:29:59.019539,1.13224362841e-07,1.86982794238e-08,5.32551063473e-09
2019-11-01 21:44:59.019539,1.16345181123e-07,1.9286549965e-08,5.43756961223e-09
2019-11-01 21:59:59.019539,1.10698014653e-07,1.78751549423e-08,3.26045300714e-09
2019-11-01 22:14:59.019539,1.09844500904e-07,2.11091634217e-08,8.9436606181e-09
2019-11-01 22:29:59.019539,1.11814197556e-07,2.20380281306e-08,1.00287986815e-08
2019-11-01 22:44:59.019539,1.07121404716e-07,1.92210930443e-08,7.58682918661e-09
2019-11-01 22:59:59.019539,1.0528931108e-07,1.80996982948e-08,5.00247798177e-09
2019-11-01 23:14:59.019539,1.08231449731e-07,2.02755202491e-08,1.13457438644e-08
2019-11-01 23:29:59.019539,1.08179788452e-07,2.05008836816e-08,1.43802358386e-08
2019-11-01 23:44:59.019539,1.08087091635e-07,1.68073371288e-08,9.66442602114e-09
2019-11-01 23:59:59.019539,1.05619068183e-07,2.05777860517e-08,1.4988886929e-08
2019-11-02 00:29:59.019536,1.05816878957e-07,2.16924052239e-08,1.5308969601e-08
2019-11-02 00:44:59.019536,1.02953430929e-07,2.04720801547e-08,1.43604651064e-08
2019-11-02 00:59:59.019536,1.05038106714e-07,2.2155095082e-08,1.63045838543e-08
2019-11-02 01:14:59.019536,1.0790216562e-07,2.30173909331e-08,1.75639462417e-08
2019-11-02 01:29:59.019536,1.05956532827e-07,2.39633910502e-08,1.78042598944e-08
2019-11-02 01:44:59.019536,1.02608238894e-07,2.73126361291e-08,2.03481248031e-08
2019-11-02 01:59:59.019536,1.0288384451e-07,2.0920090116e-08,1.42337405986e-08
2019-11-02 02:14:59.019536,4.03866013583e-07,4.6073655327e-07,9.11663615429e-08
2019-11-02 02:29:59.019536,9.13533544825e-07,9.21389812452e-07,1.7887992178e-07
2019-11-02 02:44:59.019536,1.95687319028e-07,2.00807948006e-08,1.17373851031e-08
2019-11-02 02:59:59.019536,1.05882556044e-07,1.63949001492e-08,9.15238833615e-09
2019-11-02 03:14:59.019536,1.05594875426e-07,4.57405367885e-08,3.65934725583e-08
2019-11-02 03:29:59.019536,1.123273116e-07,4.38476988347e-08,3.44658441634e-08
2019-11-02 03:44:59.019536,1.08558980607e-07,1.8925612054e-08,8.38196271791e-09
2019-11-02 03:59:59.019536,1.12822543195e-07,1.93700322455e-08,8.57678573919e-09
2019-11-02 04:14:59.019536,1.11779834755e-07,1.66290609624e-08,1.14858534819e-08
2019-11-02 04:29:59.019536,1.0806765652e-07,1.97495194677e-08,1.52721432999e-08
2019-11-02 04:44:59.019536,1.08836691824e-07,2.11953572759e-08,1.55892221764e-08
2019-11-02 04:59:59.019536,1.36174002438e-07,2.82158211367e-08,1.68251258964e-08
2019-11-02 05:14:59.019536,1.45114574896e-07,3.1364081926e-08,2.14533567099e-08
2019-11-02 05:29:59.019536,1.07472610584e-07,2.27243504789e-08,1.87077962676e-08
2019-11-02 05:44:59.019536,1.02361522826e-07,2.25135127761e-08,1.80972967866e-08
2019-11-02 05:59:59.019536,1.02413837986e-07,2.51437442982e-08,1.76785673072e-08
2019-11-02 06:14:59.019536,1.05977221905e-07,2.15364938349e-08,1.54493469173e-08
2019-11-02 06:29:59.019536,1.09601694708e-07,2.35461185537e-08,1.72868431115e-08
2019-11-02 06:44:59.019536,1.09726584223e-07,2.19661812601e-08,1.48770588558e-08
2019-11-02 06:59:59.019536,1.1118916618e-07,2.22595356774e-08,1.4915816721e-08
2019-11-02 07:14:59.019536,1.05743367951e-07,2.88729225546e-08,2.09307194436e-08
2019-11-02 07:29:59.019536,1.04064699273e-07,2.90426981539e-08,2.34755373917e-08
2019-11-02 07:44:59.019536,1.09080497372e-07,2.79603752197e-08,1.97213975396e-08
2019-11-02 07:59:59.019536,1.07894651276e-07,2.43698037343e-08,1.48004865499e-08
2019-11-02 08:14:59.019536,1.06187393188e-07,1.993132709e-08,1.18000466163e-08
2019-11-02 08:29:59.019536,1.02418544373e-07,8.11198289429e-08,6.66055366971e-08
2019-11-02 08:44:59.019536,1.02481041192e-07,5.07026891361e-08,3.99156358315e-08
2019-11-02 08:59:59.019536,1.06293982889e-07,1.95688334986e-08,1.01321930516e-08
2019-11-02 09:14:59.019536,1.06835294616e-07,2.20181581804e-08,1.157653101e-08
2019-11-02 09:29:59.019536,1.06092699182e-07,2.03290035689e-08,1.26611209982e-08
2019-11-02 09:44:59.019536,1.06139279156e-07,1.69678674254e-08,1.04874879163e-08
2019-11-02 09:59:59.019536,1.02659982471e-07,1.29046855211e-08,3.0982425623e-09
2019-11-02 10:14:59.019536,9.76943894904e-08,1.23014361672e-08,2.78938172481e-09
2019-11-02 10:29:59.019536,9.84549494693e-08,1.21521788819e-08,2.64812240797e-09
2019-11-02 10:44:59.019536,1.0212358389e-07,1.15518687875e-08,2.61042594493e-09
2019-11-02 10:59:59.019536,1.05177001106e-07,3.18727867682e-08,1.632950488e-08
2019-11-02 11:14:59.019536,1.07522229147e-07,1.8165500919e-08,8.10303068378e-09
2019-11-02 11:29:59.019536,1.05940029009e-07,1.09525945779e-08,3.72770691238e-09
2019-11-02 11:44:59.019536,1.0138650459e-07,1.00200907079e-08,3.09609085513e-09
2019-11-02 11:59:59.019536,1.00682138845e-07,9.5950423698e-09,3.08188837126e-09
2019-11-02 12:14:59.019536,9.81605771171e-08,9.14481693485e-09,3.03167870209e-09
2019-11-02 12:29:59.019536,9.39813809736e-08,8.34272275924e-09,2.28076060314e-09
2019-11-02 12:44:59.019536,9.8254168554e-08,8.69173563577e-09,2.69752702087e-09
2019-11-02 12:59:59.019536,9.66089818989e-08,8.53497682052e-09,2.18610296251e-09
2019-11-02 13:14:59.019536,9.90996718515e-08,8.80949109996e-09,2.55576472923e-09
2019-11-02 13:29:59.019536,9.92140505267e-08,9.22782339612e-09,3.66391635342e-09
2019-11-02 13:44:59.019536,9.55133788773e-08,9.05931453223e-09,2.8973767454e-09
2019-11-02 13:59:59.019536,9.22527338268e-08,8.88139205772e-09,1.8831063712e-09
2019-11-02 14:14:59.019536,9.22905559013e-08,9.26968129529e-09,2.19266579327e-09
2019-11-02 14:29:59.019536,9.5882436991e-08,9.00639122233e-09,2.01713793555e-09
2019-11-02 14:44:59.019536,9.79593476953e-08,9.06381400795e-09,1.68394147551e-09
2019-11-02 14:59:59.019536,9.1936735968e-08,9.06775841339e-09,1.5075849504e-09
2019-11-02 15:14:59.019536,9.44449173157e-08,9.20176133011e-09,1.52168392674e-09
2019-11-02 15:29:59.019536,9.84870686634e-08,9.77395970981e-09,2.00408447117e-09
2019-11-02 15:44:59.019536,9.76396232427e-08,1.51162003046e-08,5.55830579006e-09
2019-11-02 15:59:59.019536,9.80330028315e-08,1.74190323642e-08,7.33692739798e-09
2019-11-02 16:14:59.019536,9.88761920962e-08,2.02459425045e-08,1.00882097239e-08
2019-11-02 16:29:59.019536,9.2952373518e-08,9.17574164692e-09,1.46068655968e-09
2019-11-02 16:44:59.019536,9.05976199701e-08,1.20435351264e-08,3.74231368829e-09
2019-11-02 16:59:59.019536,9.44317577674e-08,1.23288616529e-08,4.06686493165e-09
2019-11-02 17:14:59.019536,9.13372454096e-08,9.07752831499e-09,1.29300908038e-09
2019-11-02 17:29:59.019536,9.5693494707e-08,9.37109016318e-09,2.55784386986e-09
2019-11-02 17:44:59.019536,9.57111520751e-08,2.86970257123e-08,1.75590195026e-08
2019-11-02 17:59:59.019536,9.38271962463e-08,2.9435853706e-08,1.76181386771e-08
2019-11-02 18:14:59.019536,1.71414380165e-07,1.02872887499e-08,1.9918343812e-09
2019-11-02 18:29:59.019536,1.36582555676e-07,8.38857761692e-09,1.35983351493e-09
2019-11-02 18:44:59.019536,1.04432085382e-07,8.36665501854e-09,1.36370576085e-09
2019-11-02 18:59:59.019536,9.58435944979e-08,8.3055729337e-09,1.32146898791e-09
2019-11-02 19:14:59.019536,9.56240632075e-08,1.02050274927e-08,2.51187692982e-09
2019-11-02 19:29:59.019536,9.4978982856e-08,9.95398246725e-09,2.42448819482e-09
2019-11-02 19:44:59.019536,9.49139605547e-08,8.25169214948e-09,1.35103042705e-09
2019-11-02 19:59:59.019536,9.16843785349e-08,8.185604994e-09,1.88255097761e-09
2019-11-02 20:14:59.019536,9.08921850693e-08,8.09547792477e-09,2.20740669434e-09
2019-11-02 20:29:59.019536,9.25604239421e-08,8.49062098819e-09,2.27522410517e-09
2019-11-02 20:44:59.019536,9.02223729213e-08,9.6308016323e-09,3.48896787097e-09
2019-11-02 20:59:59.019536,9.3374028264e-08,9.97929677727e-09,4.00948082952e-09
2019-11-02 21:14:59.019536,9.32776676679e-08,2.97857878769e-08,1.1441218249e-08
2019-11-02 21:29:59.019536,9.01740509371e-08,2.40293711744e-08,8.6842570814e-09
2019-11-02 21:44:59.019536,9.59357560115e-08,1.04608018197e-08,4.19120044714e-09
2019-11-02 21:59:59.019536,9.38123504719e-08,1.0867438118e-08,4.54983371728e-09
2019-11-02 22:14:59.019536,9.13445065051e-08,1.92850269185e-08,1.3595137212e-08
2019-11-02 22:29:59.019536,8.92601084689e-08,1.72141182267e-08,1.09746720848e-08
2019-11-02 22:44:59.019536,9.09656780868e-08,1.01696587807e-08,3.05943805381e-09
2019-11-02 22:59:59.019536,1.02479785944e-07,1.15623978635e-07,6.87076270453e-08
2019-11-02 23:14:59.019536,9.66691307949e-08,5.48604820741e-08,2.7869168356e-08
2019-11-02 23:29:59.019536,9.9266654408e-08,1.13009018754e-08,3.43178726434e-09
2019-11-02 23:44:59.019536,9.42250962823e-08,1.17207436152e-08,4.28838926038e-09
2019-11-02 23:59:59.019536,9.54936143472e-08,1.68146875186e-08,1.0770733657e-08
2019-11-03 00:14:59.019538,9.43886867242e-08,1.45704972427e-08,6.94194800741e-09
2019-11-03 00:29:59.019538,9.92298090028e-08,1.54530767737e-08,5.9856485621e-09
2019-11-03 00:44:59.019538,1.03724637631e-07,1.86336472426e-08,7.113821505e-09
2019-11-03 00:59:59.019538,9.84084283388e-08,2.05145700155e-08,8.26559584425e-09
2019-11-03 01:14:59.019538,9.64760338738e-08,2.26842999073e-08,7.36949166028e-09
2019-11-03 01:29:59.019538,1.01249344382e-07,2.53746098938e-08,5.38964088298e-09
2019-11-03 01:44:59.019538,1.02433837417e-07,2.53078134069e-08,8.26681506098e-09
2019-11-03 01:59:59.019538,1.01184798877e-07,2.2860262124e-08,5.26307813624e-09
2019-11-03 02:14:59.019538,9.95824571139e-08,2.28869872648e-08,7.10622888927e-09
2019-11-03 02:29:59.019538,1.03150855548e-07,2.30100843905e-08,6.59229320586e-09
2019-11-03 02:44:59.019538,1.02722309857e-07,2.48939517322e-08,6.61812110511e-09
2019-11-03 02:59:59.019538,9.84922787242e-08,2.50994770641e-08,7.0000510374e-09
2019-11-03 03:14:59.019538,9.41453039586e-08,2.3790039462e-08,3.66117871791e-09
2019-11-03 03:29:59.019538,9.9340807359e-08,3.76651773183e-08,2.12017573187e-08
2019-11-03 03:44:59.019538,1.04380256485e-07,3.94938597221e-08,2.17312150628e-08
2019-11-03 03:59:59.019538,1.00950680698e-07,2.44187038235e-08,5.84885308622e-09
2019-11-03 04:14:59.019538,9.85413310886e-08,2.32031668784e-08,6.42770059556e-09
2019-11-03 04:29:59.019538,9.84375166985e-08,2.18885175844e-08,5.16957221467e-09
2019-11-03 04:44:59.019538,9.60870819363e-08,2.11235402093e-08,4.53210055287e-09
2019-11-03 04:59:59.019538,9.34077138468e-08,2.22970110909e-08,9.20115112982e-09
2019-11-03 05:14:59.019538,9.96298547013e-08,2.56804477159e-08,1.66918512318e-08
2019-11-03 05:29:59.019538,9.80576763328e-08,2.55035471796e-08,1.58549238263e-08
2019-11-03 05:44:59.019538,9.91238933074e-08,2.43516323463e-08,1.36953846744e-08
2019-11-03 05:59:59.019538,1.0217922533e-07,2.39818999465e-08,1.42575886328e-08
2019-11-03 06:14:59.019538,1.03878788065e-07,2.59683971956e-08,1.57108566672e-08
2019-11-03 06:29:59.019538,1.03257025115e-07,4.49484311729e-08,2.67605095228e-08
2019-11-03 06:44:59.019538,1.02145433677e-07,2.07828676959e-08,5.24141605194e-09
2019-11-03 06:59:59.019538,1.06277063937e-07,2.5379354819e-08,9.444951214e-09
2019-11-03 07:14:59.019538,1.09411731999e-07,2.86334294701e-08,1.32238917179e-08
2019-11-03 07:29:59.019538,1.07921790078e-07,2.76390746215e-08,1.17113507159e-08
2019-11-03 07:44:59.019538,1.04936103184e-07,2.7707848077e-08,9.95169127373e-09
2019-11-03 07:59:59.019538,1.11047075238e-07,2.80808816341e-08,9.55090854292e-09
2019-11-03 08:14:59.019538,1.15031626771e-07,2.5505643465e-08,8.34531743965e-09
2019-11-03 08:29:59.019538,1.11870233878e-07,2.55355890766e-08,8.85005554725e-09
2019-11-03 08:44:59.019538,1.13528236572e-07,2.53926275388e-08,9.99734612965e-09
2019-11-03 08:59:59.019538,1.17353983477e-07,2.37928208453e-08,9.17062732226e-09
2019-11-03 09:14:59.019538,1.18658058503e-07,6.84095179949e-08,4.36023504244e-08
2019-11-03 09:29:59.019538,1.13410052611e-07,4.56458304988e-08,2.58582962566e-08
2019-11-03 09:44:59.019538,1.18789519697e-07,2.30926829086e-08,7.27676947269e-09
2019-11-03 09:59:59.019538,1.19997121234e-07,2.25501228404e-08,3.09533887011e-09
2019-11-03 10:14:59.019538,1.2161774907e-07,2.56266176767e-08,8.95299669173e-09
2019-11-03 10:29:59.019538,1.21867639496e-07,2.36500664059e-08,9.15749166756e-09
2019-11-03 10:44:59.019538,1.23696291701e-07,2.14804716895e-08,9.20982043008e-09
2019-11-03 10:59:59.019538,1.22618770986e-07,2.18148169179e-08,1.16827093605e-08
2019-11-03 11:14:59.019538,1.1861455568e-07,1.83928325036e-08,6.2225372562e-09
2019-11-03 11:29:59.019538,1.18006297013e-07,1.63183307087e-08,2.40881163515e-09
2019-11-03 11:44:59.019538,1.20841779372e-07,1.55998543772e-08,2.24536283966e-09
2019-11-03 11:59:59.019538,1.16991750914e-07,1.53919172975e-08,3.03749144825e-09
2019-11-03 12:14:59.019538,1.14539005852e-07,1.52945436159e-08,4.47161166898e-09
2019-11-03 12:29:59.019538,1.11944710251e-07,1.39362023319e-08,4.55044474258e-09
2019-11-03 12:44:59.019538,1.14664967745e-07,1.53510801241e-08,6.6439456113e-09
2019-11-03 12:59:59.019538,1.10394341848e-07,1.39628865779e-08,5.12885231103e-09
2019-11-03 13:14:59.019538,1.11401876094e-07,1.35292118108e-08,2.02971526534e-09
2019-11-03 13:29:59.019538,1.18678627365e-07,1.80366503849e-08,2.16718354937e-09
2019-11-03 13:44:59.019538,1.09157341762e-07,1.12282388666e-08,1.74307035139e-09
2019-11-03 13:59:59.019538,1.05627829401e-07,1.10409768017e-08,1.66473921257e-09
2019-11-03 14:14:59.019538,1.02566162495e-07,1.11135122847e-08,1.6313861752e-09
2019-11-03 14:29:59.019538,9.87230513245e-08,1.44464606113e-08,2.72408753851e-09
2019-11-03 14:44:59.019538,9.98418973039e-08,1.22335803531e-08,2.82598525732e-09
2019-11-03 14:59:59.019538,1.01392424041e-07,1.16198946251e-08,2.94676222161e-09
2019-11-03 15:14:59.019538,1.02569000385e-07,1.01967742961e-08,1.39163838689e-09
2019-11-03 15:29:59.019538,9.68615817657e-08,1.04559000741e-08,2.35868122128e-09
2019-11-03 15:44:59.019538,9.56229959864e-08,1.05823894615e-08,3.3156874562e-09
2019-11-03 15:59:59.019538,9.74601935593e-08,1.19363145816e-08,3.13569254322e-09
2019-11-03 16:14:59.019538,1.04097590465e-07,1.05305427206e-08,2.4093700813e-09
2019-11-03 16:29:59.019538,9.98749482773e-08,9.90924962931e-09,1.3851125587e-09
2019-11-03 16:44:59.019538,1.01179702376e-07,9.34962984883e-09,1.15137121694e-09
2019-11-03 16:59:59.019538,9.6967218897e-08,9.39500115871e-09,1.12719592369e-09
2019-11-03 17:14:59.019538,9.95973528279e-08,9.84891635053e-09,2.10610100427e-09
2019-11-03 17:29:59.019538,1.01549812627e-07,9.56036211286e-09,2.18621391687e-09
2019-11-03 17:44:59.019538,1.03185708809e-07,9.42002112797e-09,1.935958257e-09
2019-11-03 17:59:59.019538,1.01071505482e-07,9.17957026599e-09,2.1753623895e-09
2019-11-03 18:14:59.019538,9.87451673665e-08,8.47359590149e-09,1.23138892876e-09
2019-11-03 18:29:59.019538,1.01466324658e-07,1.15370471389e-08,1.28986742148e-09
2019-11-03 18:44:59.019538,9.81018807773e-08,8.56284170534e-09,1.12264319225e-09
2019-11-03 18:59:59.019538,9.77321402932e-08,9.37635890066e-09,2.61309837519e-09
2019-11-03 19:14:59.019538,9.95055516994e-08,9.73985152637e-09,2.91325078464e-09
2019-11-03 19:29:59.019538,1.04882595256e-07,8.88765799474e-09,1.34646189674e-09
2019-11-03 19:44:59.019538,1.01847966747e-07,9.40377373015e-09,2.87517441635e-09
2019-11-03 19:59:59.019538,9.9385811276e-08,9.18542044515e-09,2.51617926844e-09
2019-11-03 20:14:59.019538,1.00887524525e-07,9.37785269392e-09,2.53958130883e-09
2019-11-03 20:29:59.019538,9.96618403858e-08,9.27549331985e-09,2.42432128076e-09
2019-11-03 20:44:59.019538,9.51062781374e-08,1.00428523194e-08,3.58988786626e-09
2019-11-03 20:59:59.019538,9.5067824397e-08,1.09389988654e-08,4.33995065698e-09
2019-11-03 21:14:59.019538,1.00263998706e-07,2.04787646053e-08,1.53039745013e-08
2019-11-03 21:29:59.019538,9.98733654691e-08,2.0254278414e-08,1.50024169126e-08
2019-11-03 21:44:59.019538,1.02287597327e-07,1.1236508277e-08,4.65008641138e-09
2019-11-03 21:59:59.019538,9.97915328028e-08,1.03560455161e-08,3.21997205906e-09
2019-11-03 22:14:59.019538,9.88908875176e-08,1.22836184989e-08,5.78360393837e-09
2019-11-03 22:29:59.019538,9.21408194509e-08,1.18851469797e-08,5.60808391989e-09
2019-11-03 22:44:59.019538,9.30356224681e-08,1.16867354875e-08,5.37087124492e-09
2019-11-03 22:59:59.019538,9.66516033606e-08,1.44703771313e-08,9.59594418242e-09
2019-11-03 23:14:59.019538,9.11312661054e-08,1.70064851081e-08,1.24134347493e-08
2019-11-03 23:29:59.019538,9.08491633086e-08,1.81192880796e-08,1.36384350944e-08
2019-11-03 23:44:59.019538,9.40156348803e-08,2.10311233946e-08,1.69559365596e-08
2019-11-03 23:59:59.019538,9.10795167652e-08,1.93562172363e-08,1.51592271361e-08
2019-11-04 00:14:59.019538,8.94454026578e-08,1.85814403803e-08,1.44552645183e-08
2019-11-04 00:29:59.019538,8.98808336759e-08,2.1361551214e-08,1.76326222434e-08
2019-11-04 00:44:59.019538,9.17943798317e-08,2.02981471299e-08,1.61343403009e-08
2019-11-04 00:59:59.019538,9.17535622251e-08,2.03930095434e-08,1.63674092085e-08
2019-11-04 01:14:59.019538,8.91683064856e-08,2.14030644437e-08,1.7165367166e-08
2019-11-04 01:29:59.019538,8.92479067832e-08,2.27004495315e-08,1.86972677789e-08
2019-11-04 01:44:59.019538,9.10162357676e-08,5.46610975458e-08,4.09067979676e-08
2019-11-04 01:59:59.019538,9.09603390179e-08,4.96355988337e-08,3.68877680046e-08
2019-11-04 02:14:59.019538,9.03162641552e-08,1.85640464822e-08,1.40112176357e-08
2019-11-04 02:29:59.019538,8.86506916588e-08,1.95474110785e-08,1.54523196888e-08
2019-11-04 02:44:59.019538,9.07262046431e-08,1.91164622612e-08,1.38295391222e-08
2019-11-04 02:59:59.019538,9.05332518157e-08,1.7045533106e-08,1.07242749226e-08
2019-11-04 03:14:59.019538,8.96471362797e-08,1.38945818469e-08,6.31415867205e-09
